KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN
HAPPINESS_MODIFIER.WORKED_IN_ENCLOSED_ROOM,Worked in an enclosed room,,Arbeitete in einen abgeschlossenen Raum,,Ha lavorato in una stanza chiusa,Trabajó en una habitación cerrada,,,,"Работал в закрытом помещении ",,Arbejdede i et lukket rum,,,,,,屋内で作業している,在室内工作,
HAPPINESS_MODIFIER.WORKED_IN_RAIN,Working in the rain,,Hat im Regen gearbeitet,,Lavorare sotto la pioggia,Trabajando bajo la lluvia,,,,"Работал под дождем ",,Arbejder i regnen,,,,,,雨にうたれながら作業している,在雨中工作,

HAULING.ASSIGNMENT.DESCRIPTION,{{quantity}} assigned to {{targetDescription}},,{{quantity}} zugewiesen an {{targetDescription}},{{quantity}} affecté à {{targetDescription}},{{quantity}} assegnato a {{targetDescription}},{{quantity}} asignado a {{targetDescription}},{{quantity}} atribuído a {{targetDescription}},,,{{quantity}} назначено {{targetDescription}},{{quantity}} atandı {{targetDescription}},{{quantity}} tildelt {{targetDescription},,{{kvantitet}} tilldelad till {{targetDescription}},,,,{{quantity}}を{{targetDescription}}に割り当て済み,{{quantity}}分配给{{targetDescription}},

HINT.BUILD_PIPES.1,"You can use this view to lay pipes between liquid inputs and outputs, as well as irrigation channels.",,In dieser Ansicht können Sie Rohre zwischen Flüssigkeits Ein/Ausgängen sowie Bewässerungskanälen verlegen.,,"Si può usare questa vista per posare i tubi tra gli ingressi e le uscite dei liquidi, così come i canali d'irrigazione.","Puedes usar esta vista para colocar tuberías entre las entradas y salidas de agua, así como canales de riego.",,,,"Вы можете использовать этот вид для прокладки труб между входами и выходами жидкости, а также оросительными каналами». ",,Du kan bruge denne visning til at ligger vandrør mellem indgange og udgange såvel som vandingskanaler.,,,,,,このビューを使って水を通すための配管や灌漑水路を設置することができます。,你可以使用该视图在出入口之间铺设管道，灌溉渠同样如此。,
HINT.BUILD_PIPES.2,"These are placed below the ground, so make sure your settlers can access each tile from the side.",,"Diese werden unter der Erde platziert, also stellen Sie sicher, dass Ihre Siedler jedes Feld  von der Seite erreichen können.",,"Questi sono posizionati sotto il terreno, quindi assicurati che i tuoi coloni possano accedere ad ogni tessera dal lato.","Estos se colocan bajo tierra, así que asegúrate de que tus colonos pueden acceder cada casilla desde el lateral.",,,,"Они размещены под землей, поэтому убедитесь, что ваши поселенцы могут получить доступ к каждой клетке сбоку.",,"Disse er placeret under jorden, så sørg for dine bosættere har adgang til hvert felts sider.",,,,,,これらは地面の下に設置されるため、入植者が各タイルに隣接できるようにしなければなりません。,它们铺设在地底，所以务必保证殖民者能从侧边使用每个区格。,
HINT.BUILD_PIPES.3,Furniture with a liquid input or output display a blue or green icon indicating if they are an input or output to the network.,,"Möbel mit einem Flüssigkeits Ein-oder Ausgang zeigen ein blaues oder grünes Symbol an, das anzeigt, ob es sich um einen Eingang oder Ausgang zum Netzwerk handelt.",,I mobili con un ingresso o un'uscita liquida mostrano un'icona blu o verde che indica se sono un ingresso o un'uscita alla rete.,El moviliario con entradas o salidas de agua muestra un icóno azul o verde para indicar si se trata de una entrada o una salida de la red.,,,,"Мебель с входом или выходом жидкости отображается синим или зеленым значком, указывающим, являются ли они входом или выходом в сеть.",,"Møbler med en væske-indgang eller -udgang viser et blåt eller grønt ikon, der indikerer om der er en indgang eller udgang til netværket.",,,,,,これに関係する建築物は、水を汲み上げ、あるいは排出する役割に合わせて青または緑のアイコンが表示されます。,拥有液体输入或输出的家具会以蓝色或绿色的图标标明。,
HINT.BUILD_POWER.1,Use this view to link constructions that require power with mechanisms built from {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,,"Verwenden Sie diese Ansicht, um Konstruktionen, die Strom benötigen, mit Mechanismen aus Zahnrädern und Wellen zu verknüpfen.",,Usate questa vista per collegare costruzioni che richiedono potenza con meccanismi costruiti da {{PRODUCT.STONE.GEAR.PLURAL}} e alberi.,Puedes usar esta vista para conectar construcciones que requieren energía con mecanismos fabricados con {{PRODUCT.STONE.GEAR.PLURAL}} y ejes.,,,,"Используйте этот вид, чтобы связать конструкции, требующие питания, с механизмами, построенными из {{PRODUCT.STONE.GEAR.PLURAL}} и валов.",,Brug denne visning til at forbinde konstruktioner der kræver kraft fra mekanismer lavet af {{PRODUCT.STONE.GEAR.PLURAL}} og aksler.,,,,,,このビューは風車などの動力源を{{PRODUCT.STONE.GEAR.PLURAL}}やシャフトなどで動力を必要とする建設物と接続するために使用します。,使用该视图可以将需要动能的设施与用{{PRODUCT.STONE.GEAR.PLURAL}}和连接杆建造的机械装置相连。,
HINT.BUILD_POWER.2,"These are placed below the ground, so make sure your settlers can access each tile from the side.",,"Diese werden unter der Erde platziert, also stellen Sie sicher, dass Ihre Siedler jedes Feld von der Seite erreichen können.",,"Questi sono posizionati sotto il terreno, quindi assicurati che i tuoi coloni possano accedere ad ogni tessera dal lato.","Estos se colocan bajo tierra, así que asegúrate de que tus colonos pueden acceder cada casilla desde el lateral.",,,,"Они размещены под землей, поэтому убедитесь, что ваши поселенцы могут получить доступ к каждой клетке сбоку.",,"Disse er placeret under jorden, så sørg for dine bosættere har adgang til hvert felts sider.",,,,,,これらは地面の下に設置されるため、入植者が各タイルに隣接できるようにしなければなりません。,它们铺设在地底，所以务必保证殖民者能从侧边使用每个区格。,
HINT.BUILD_POWER.3,Constructions which require or produce power will display a red or green icon indicating if they are an input or output to the network.,,"Anlagen, die Strom benötigen oder produzieren, zeigen ein rotes oder grünes Symbol an, das anzeigt, wo der Eingang oder Ausgang zum Netzwerk ist.",,Le costruzioni che richiedono o producono energia visualizzeranno un'icona rossa o verde che indica se sono un ingresso o un'uscita della rete.,Las construcciones que requieren o producen energía muestran un icóno rojo o verde para indicar si se trata de una entrada o una salida de la red.,,,,"Конструкции, которые требуют или производят энергию, будут отображать красный или зеленый значок, указывающий, являются ли они входом или выходом для сети.",,"Konstruktioner, der kræver eller producerer kraft, viser et rødt eller grønt ikon, der indikerer om de har en indgang eller udgang til netværket.",,,,,,動力源となる建築物あるいは動力を必要とする建築物は、それぞれの役割に合わせて赤または緑のアイコンで表示されます。,需要或生产动能的建筑物会用红色或绿色的图标标明。,
HINT.BUILD_ROOFING.1,"This view allows you to see which tiles are outside with no roof above them (light blue), and those which have had a roof built overhead (dark brown).",,"In dieser Ansicht können Sie erkennen, welche Ziegel draußen ohne Dach sind (hellblau) und welche mit einem Überdach (dunkelbraun).",,"Questa vista ti permette di vedere quali tegole sono all'esterno senza tetto sopra di loro (blu chiaro), e quelle che hanno avuto un tetto costruito sopra (marrone scuro).","Esta vista te permite ver que casillas están en el exterior, sin un tejado (azul claro), y cuales está a cubierto (marrón oscuro)",,,,"Этот вид позволяет вам увидеть, какие клетки находятся снаружи без крыши над ними (светло-голубой), и те, у которых есть крыша над головой (темно-коричневый).",,"Denne visning tillader dig at se, hvilke felter der er udenfor uden noget tag over (lyseblå) og de felter, der har et tag over sig (mørkebrun).",,,,,,このビューでは、屋外にあり屋根を持たないタイル（水色）あるいは屋根のあるタイル（濃い茶色）を確認することができます。,该视图能让你查看没有屋顶（浅蓝色）以及拥有屋顶（深褐色）的区格。,
HINT.BUILD_ROOFING.2,"You can use the {{GUI.ROOFING.ADD}} and {{GUI.CANCEL_LABEL}} options to queue up roofing to be constructed, and {{GUI.DECONSTRUCT_LABEL}} to remove any existing roof tiles.",,"Sie können die Optionen {{GUI.ROOFING.ADD}} und {{GUI.CANCEL_LABEL}} verwenden, um Dachkonstruktionen in die Warteschlange zu stellen, und {{GUI.DECONSTRUCT_LABEL}}, um vorhandene Dachziegel zu entfernen.",,"Puoi usare le opzioni {{GUI.ROOFING.ADD}} e {{GUI.CANCEL_LABEL}} per mettere in coda i tetti da costruire, e {{GUI.DECONSTRUCT_LABEL}} per rimuovere qualsiasi tegola esistente.",Puedes usar las opciones {{GUI.ROOFING.ADD}} y {{GUI.CANCEL_LABEL}} para poner en cola la construcción de tejados y {{GUI.DECONSTRUCT_LABEL}} para eliminar el tejado de cualquier casilla.,,,,"Вы можете использовать параметры {{GUI.ROOFING.ADD}} и {{GUI.CANCEL_LABEL}}, чтобы поставить кровлю в очередь, которую нужно построить, и {{GUI.DECONSTRUCT_LABEL}}, чтобы удалить любую существующую черепицу.",,"Du kan bruge {{GUI.ROOFING.ADD}} og {{GUI.CANCEL_LABEL}} indstillingerne til at sætte tagkonstruktion i kø, og {{GUI.DECONSTRUCT_LABEL}} til at fjerne eksisterende tagfelter.",,,,,,{{GUI.ROOFING.ADD}}と{{GUI.CANCEL_LABEL}}を使って屋根の建築を指示したり{{GUI.DECONSTRUCT_LABEL}}を使って屋根を削除することができます。,你可以使用{{GUI.ROOFING.ADD}}和{{GUI.CANCEL_LABEL}}功能将屋顶加入建造队列，还可以用{{GUI.DECONSTRUCT_LABEL}}拆除现有的屋顶区格。,
HINT.BUILD_ROOFING.3,A roof can only be constructed within 3 tiles of a wall or {{FURNITURE.PILLAR}}.,,Ein Dach kann nur innerhalb von 3 Ziegeln um eine Wand oder einen Stützpfeiler gebaut werden.,,Un tetto può essere costruito solo entro 3 tegole da un muro o da {{FURNITURE.PILLAR}}.,Un tejado solo puede ser construido a 3 casillas de distanci de una pared o {{FURNITURE.PILLAR}}.,,,,"Крышу можно построить только в пределах 3-х клеток от стены или {{FURNITURE.PILLAR}}. ",,Et tag kan kun konstrueres indenfor 3 felter af en mur eller {{FURNITURE.PILLAR}}.,,,,,,屋根は壁または{{FURNITURE.PILLAR}}から3タイル以内にしか建設できません。,屋顶只能在墙壁或{{FURNITURE.PILLAR}}的三格范围内建造。,
HINT.BUTTON.BEGIN_TUTORIAL,Begin Tutorial,,Tutorial anfangen,,,,,,,,,Påbegynd træning,,,,,,,,
HINT.BUTTON.DISABLE_ALL,Disable all hints,,Alle Hinweise deaktivieren,Désactiver tous les conseils,Disabilita tutti i suggerimenti,Deshabilitar todos los consejos,Desativar todas as dicas,,,Отключить все подсказки,Tüm ipuçlarını kapa,Deaktiver alle tips,,Inaktivera alla tips,,,,ヒントをすべて非表示,禁用所有提示,
HINT.BUTTON.DISMISS,Dismiss,,Ausblenden,,Rimuovi,Descartar,,,,Отключить,Sav,Afvis,,,,,,非表示,遣散,
HINT.BUTTON.HINTS_ONLY,Hints only,,Nur Hinweise,Indications uniquement,Solo suggerimenti,Sólo consejos,Somente dicas,,,Только подсказки,Sadece İpuçları,Kun tips,,Endast tips,,,,ヒントのみ,仅限提示。,
HINT.BUTTON.NEXT,Next,,Weiter,Prochain,Avanti,Siguiente,Próximo,,,Следующий,Sornaki,Næste,,Nästa,,,,次へ,下一个,
HINT.OPEN_PRIORITY_MENU.1,"You can use this menu to change the priority of jobs and tasks, so that higher priority jobs will be assigned before lower priority jobs.",,"In diesem Menü können Sie die Priorität von Jobs und Aufgaben ändern, sodass Jobs mit höherer Priorität vor Jobs mit niedrigerer Priorität zugewiesen werden.",,"Potete usare questo menu per cambiare la priorità dei lavori e dei compiti, in modo che i lavori a priorità più alta vengano assegnati prima di quelli a priorità più bassa.","Puedes usar este menú para cambiar la prioridad de los trabajos y tareas, de modo que los trabajos de mayor prioridad serán asignados antes que los trabajos de menor prioridad.",,,,"Вы можете использовать это меню для изменения приоритета заданий и задач, чтобы задания с более высоким приоритетом были назначены перед заданиями с более низким приоритетом.","Bu menüyü işlerin ve görevlerin önem sıralarını değiştirmek için kullanabilirsin. Bu sayede daha önemli işler, önemsiz işlerden önce atanır.","Du kan bruge denne menu til at ændre prioriteten af jobs og opgaver, så jobs med højere prioritet vil blive tildelt før jobs med lavere prioritet.",,,,,,このメニューでは仕事の優先順位を変更することができます。優先順位の高い仕事は低い仕事よりも先に入植者に割り当てられます。,你可以使用此菜单更改工作和差事的优先级，分配的顺序按优先级处理。,
HINT.OPEN_PRIORITY_MENU.2,"While the Priority menu is open, the priority icons are shown in the game world where there is a job or task to be performed, or where a room or item of furniture may create jobs in the future.",,"Während das Prioritätsmenü geöffnet ist, werden die Prioritätssymbole in der Spielwelt dort angezeigt, wo ein Job oder eine Aufgabe ausgeführt werden muss oder wo ein Raum oder ein Möbelstück in Zukunft Jobs schaffen könnte.",,"Mentre il menu Priorità è aperto, le icone di priorità sono mostrate nel mondo di gioco dove c'è un lavoro o un compito da eseguire, o dove una stanza o un elemento di arredo possono creare lavori in futuro.","Mientras el menú de prioridades está abierto, los iconos de prioridad se muestran en el mapa del juego allá donde haya una tarea que llevar a cabo, o donde una habitación u pieza de mobiliario pueda crear un trabajo en el futuro.",,,,"Пока открыто меню приоритета, значки приоритета отображаются в игровом мире, где есть задание или задача, которую нужно выполнить, или где комната или предмет мебели могут создать рабочие места в будущем.","Öncelik menüsü açık iken, öncelik sembolleri yapılacak bir iş/görevin olduğu veya ileride bir iş/görev yaratabilecek eşya/oda alanlarda görünür hale gelir","Imens prioritetsmenuen er åben, bliver prioritetsikonerne vist i spilverdenen, der hvor der er et job eller en opgave, der skal udføres, eller hvor et rum eller et møbel kan give jobs i fremtiden.",,,,,,「優先度」メニューを開いている間は仕事を指示済みのタイル、もしくは仕事の対象となる倉庫や建築物に優先度アイコンが表示されます。,打开优先级菜单的时候，游戏中会显示图标，代表需要完成的任务或工作，或者以后会需要工作的房间、家具。,
HINT.TOOL_DEPLETED.AXE1,Your settlement no longer has an {{TOOL.AXE}} available. You will no longer be able to chop down trees.,,In deiner Siedlung ist keine Axt mehr verfügbar. Sie können keine Bäume mehr fällen.,,Il tuo insediamento non ha più un {{TOOL.AXE}} disponibile. Non sarai più in grado di abbattere gli alberi.,Tu asentamiento no dispone de ninguna {{TOOL.AXE}}. No podrás talar más árboles.,,,,"Для вашего поселения больше нет доступного {{TOOL.AXE}}. Вы больше не сможете рубить деревья ",Yerleşke artık {{TOOL.AXE}} sahip değil. Artık ağaç kesemeyecek.,Din bosættelse har ikke længere en {{TOOL.AXE}} tilgængelig. Du kan ikke længere fælde træer.,,,,,,入植地に利用可能な{{TOOL.AXE}}がありません。そのため、木の伐採ができなくなっています。,你的殖民地没有可以使用的{{TOOL.AXE}}了。殖民者们将无法砍伐树木。,
HINT.TOOL_DEPLETED.AXE2,"More axes can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}}.",,"Weitere Äxte können in der Schmiede hergestellt werden. Wenn Sie keine Schmiede in Betrieb haben, müssen Sie möglicherweise einen Holzfällerwerkbank entfernen.",,"Altre asce possono essere fabbricate al {{FURNITURE.FORGE}}. Se non hai un {{FURNITURE.FORGE}} attivo e funzionante, potresti dover rimuovere un {{FURNITURE.WOODCUTTERS_BENCH}}.","Puedes fabricar más hachas en la {{FURNITURE.FORGE}}. Si no tienes una {{FURNITURE.FORGE}} en funcionamiento, es posible que necesites eliminar un {{FURNITURE.WOODCUTTERS_BENCH}}.",,,,"На {{FURNITURE.FORGE}} можно изготовить другие топоры. Если у вас нет работающего {{FURNITURE.FORGE}}, вам может потребоваться удалить {{FURNITURE.WOODCUTTERS_BENCH}}.",Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer çalışan bir  {{FURNITURE.FORGE}} yok ise bir {{FURNITURE.WOODCUTTERS_BENCH}} den kurtulman gerekebilir.,"Der kan laves flere økser ved {{FURNITURE.FORGE}}. Hvis du ikke har en fungerende {{FURNITURE.FORGE}}, skal du måske fjerne en {{FURNITURE.WOODCUTTERS_BENCH}}.",,,,,,斧は{{FURNITURE.FORGE}}で作ることができます。しかしもし稼働していなければ、{{FURNITURE.WOODCUTTERS_BENCH}}を解体したほうがよいかもしれません。,使用{{FURNITURE.FORGE}}可以锻造斧头。如果没有{{FURNITURE.FORGE}}，你或许需要移除{{FURNITURE.WOODCUTTERS_BENCH}}。,
HINT.TOOL_DEPLETED.CHISEL1,Your settlement no longer has a {{TOOL.CHISEL}} available. This is required to construct stone furniture.,,"In Ihrer Siedlung ist kein Meißel mehr verfügbar. Dies ist erforderlich, um Steinmöbel herzustellen.",,Il tuo insediamento non ha più un {{TOOL.CHISEL}} disponibile. Questo è necessario per costruire mobili di pietra.,Tu asentamiento no dispone de ningún {{TOOL.CHISEL}}. Estos son necesarios para la fabricación de mobiliario de piedra.,,,,"Для вашего поселения больше нет доступного {{TOOL.CHISEL}}. Это необходимо для изготовления каменной мебели. ","Yerleşke taş mobilya yapmak için gerkeli olan {{TOOL.CHISEL}} sahip değil. ",Din bosættelse har ikke længere en {{TOOL.CHISEL}} tilgængelig. Denne er krævet til konstruktion af stenmøbler.,,,,,,入植地に利用可能な{{TOOL.CHISEL}}がありません。そのため、石材を使った建築物の構築ができなくなっています。,你的殖民地没有可以使用的{{TOOL.CHISEL}}了。它是建造石材家具的必备工具。,
HINT.TOOL_DEPLETED.CHISEL2,"More chisels can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.STONEMASON_WORKBENCH}}.",,"Weitere Meißel können in der Schmiede hergestellt werden. Wenn Sie keine Schmiede in Betrieb haben, müssen Sie möglicherweise eine Steinmetzwerkbank entfernen.",,"Altri scalpelli possono essere fabbricati alla {{FURNITURE.FORGE}}. Se non hai un {{FURNITURE.FORGE}} attivo e funzionante, potresti dover rimuovere un {{FURNITURE.STONEMASON_WORKBENCH}}.","Puedes fabricar más cinceles en la {{FURNITURE.FORGE}}. Si no tienes una {{FURNITURE.FORGE}} en funcionamiento, es posible que necesites eliminar un {{FURNITURE.STONEMASON_WORKBENCH}}.",,,,"На {{FURNITURE.FORGE}} можно изготовить и другие долота. Если у вас нет работающего {{FURNITURE.FORGE}}, вам может потребоваться удалить {{FURNITURE.STONEMASON_WORKBENCH}}.",Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer çalışan bir  {{FURNITURE.FORGE}} yok ise bir {{FURNITURE.STONEMASON_WORKBENCH}} den kurtulman gerekebilir.,"Flere mejsler kan laves ved {{FURNITURE.FORGE}}. Hvis du ikke har en fungerende {{FURNITURE.FORGE}}, skal du måske fjerne en {{FURNITURE.STONEMASON_BENCH}}.",,,,,,より多くのノミを作るには{{FURNITURE.FORGE}}が必要です。もし稼働していない場合は、{{FURNITURE.STONEMASON_WORKBENCH}}を解体する必要があるかもしれません。,使用{{FURNITURE.FORGE}}可以锻造凿子。如果没有{{FURNITURE.FORGE}}，你或许需要移除{{FURNITURE.STONEMASON_WORKBENCH}}。,
HINT.TOOL_DEPLETED.PLANE1,Your settlement no longer has a {{TOOL.PLANE}} available. This is required to construct wooden furniture.,,"In deiner Siedlung ist kein Hobel mehr verfügbar. Dies ist erforderlich, um Holzmöbel herzustellen.",,Il tuo insediamento non ha più un {{TOOL.PLANE}} disponibile. Questo è necessario per costruire mobili di legno.,Tu asentamiento no dispone de ningún {{TOOL.PLANE}}. Estos son necesarios para la fabricación de mobiliario de madera.,,,,"В вашем поселении больше нет {{TOOL.PLANE}}. Это необходимо для изготовления деревянной мебели. ","Yerleşke ahşap mobilya yapmak için gerkeli olan {{TOOL.PLANE}} sahip değil. ",Din bosættelse har ikke længere en {{TOOL.PLANE}} tilgængelig. Denne er krævet til konstruktion af træmøbler.,,,,,,入植地に利用可能な{{TOOL.PLANE}}がありません。そのため、木製の建築物が作れなくなっています。,你的殖民地没有可以使用的{{TOOL.PLANE}}了。它是建造木材家具的必备工具。,
HINT.TOOL_DEPLETED.PLANE2,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}}.,,Weitere Hobel können in der Tischlerwerkbank aus Brettern hergestellt werden.,,Altri aerei possono essere costruiti nel {{FURNITURE.CARPENTRY_WORKBENCH}} da un {{RESOURCE.PLANKS.NOUN}}.,Puedes fabricar más cepillos de carpintero en el {{FURNITURE.CARPENTRY_WORKBENCH}} a partir de {{RESOURCE.PLANKS.NOUN}}.,,,,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}},Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. {{FURNITURE.CARPENTRY_WORKBENCH}} den {{RESOURCE.PLANKS.NOUN}},Flere høvle kan laves ved {{FURNITURE.CARPENTRY_WORKBENCH}} af en {{RESOURCE.PLANKS.NOUN}}.,,,,,,かんなは{{FURNITURE.CARPENTRY_WORKBENCH}}で{{RESOURCE.PLANKS.NOUN}}から製作できます。,使用{{RESOURCE.PLANKS.NOUN}}即可在{{FURNITURE.CARPENTRY_WORKBENCH}}制造刨子。,
HINT.TOOL_DEPLETED.SAW1,Your settlement no longer has a {{TOOL.SAW}} available. This is required to build a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.,,"In Ihrer Siedlung ist keine Säge mehr verfügbar. Dies ist erforderlich, um eine Holzfäller- oder Tischlerwerkbank zu bauen.",,Il tuo insediamento non ha più un {{TOOL.SAW}} disponibile. Questo è necessario per costruire una {{FURNITURE.WOODCUTTERS_BENCH}} o {{FURNITURE.CARPENTRY_WORKBENCH}}.,Tu asentamiento no dispone de ninguna {{TOOL.SAW}}. Estas son necesarias para fabricar un {{FURNITURE.WOODCUTTERS_BENCH}} o un {{FURNITURE.CARPENTRY_WORKBENCH}}.,,,,"В вашем поселении больше нет {{TOOL.SAW}}. Это необходимо для создания {{FURNITURE.WOODCUTTERS_BENCH}} или {{FURNITURE.CARPENTRY_WORKBENCH}} ",Yerleşke {{FURNITURE.WOODCUTTERS_BENCH}} ve  {{FURNITURE.CARPENTRY_WORKBENCH}} inşa etmek için gerekli olan {{TOOL.SAW}} a sahip değil.,"Din bosættelse har ikke længere en {{TOOL.SAW}} tilgængelig. Denne er krævet, før du kan bygge en {{FURNITURE.WOODCUTTERS_BENCH}} eller en {{FURNITURE.CARPENTRY_WORKBENCH}}.",,,,,,入植地に利用可能な{{TOOL.SAW}}がありません。そのため、{{FURNITURE.WOODCUTTERS_BENCH}}や{{FURNITURE.CARPENTRY_WORKBENCH}}が作れなくなっています。,你的殖民地没有可以使用的{{TOOL.SAW}}了。它是建造{{FURNITURE.WOODCUTTERS_BENCH}}或{{FURNITURE.CARPENTRY_WORKBENCH}}的必备工具。,
HINT.TOOL_DEPLETED.SAW2,"More saws can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.",,"Weitere Sägen können in der Schmiede hergestellt werden. Wenn Sie keine Schmiede in Betrieb haben, müssen Sie möglicherweise eine Holzfäller- oder Tischlerwerkbank entfernen.",,"Altre seghe possono essere fabbricate presso la {{FURNITURE.FORGE}}. Se non hai un {{FURNITURE.FORGE}} attivo e funzionante, potresti dover rimuovere un {{FURNITURE.WOODCUTTERS_BENCH}} o {{FURNITURE.CARPENTRY_WORKBENCH}}.","Puedes fabricar más sierras en la {{FURNITURE.FORGE}}. Si no tienes una {{FURNITURE.FORGE}} en funcionamiento, es posible que necesites eliminar un {{FURNITURE.WOODCUTTERS_BENCH}} o un {{FURNITURE.CARPENTRY_WORKBENCH}}.",,,,"На {{FURNITURE.FORGE}} можно изготовить другие пилы. Если у вас нет работающего {{FURNITURE.FORGE}}, вам может потребоваться удалить {{FURNITURE.WOODCUTTERS_BENCH}} или {{FURNITURE .CARPENTRY_WORKBENCH}}.",Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer {{FURNITURE.FORGE}} yok ise {{FURNITURE.WOODCUTTERS_BENCH}} veya {{FURNITURE.CARPENTRY_WORKBENCH}} dan kurtulman gerekebilir.,"Flere save kan laves ved {{FURNITURE.FORGE}}. Hvis du ikke har en fungerende {{FURNITURE.FORGE}}, skal du måske fjerne en {{FURNITURE.WOODCUTTERS_BENCH}} eller en {{FURNITURE.CARPENTRY_WORKBENCH}}.",,,,,,より多くのノコギリを得るには{{FURNITURE.FORGE}}で製作する必要があります。もし稼働していない場合、{{FURNITURE.WOODCUTTERS_BENCH}}や{{FURNITURE.CARPENTRY_WORKBENCH}}を解体する必要があるかもしれません。,使用{{FURNITURE.FORGE}}可以制造手锯。如果没有{{FURNITURE.FORGE}}，你或许需要移除{{FURNITURE.WOODCUTTERS_BENCH}}或{{FURNITURE.CARPENTRY_WORKBENCH}}。,
HINT.WEAPON_SELECTION.1,Use this view to select a type of weapon that the settler will keep in their inventory in case of combat.,,"Verwenden Sie diese Ansicht, um einen Waffentyp auszuwählen, den der Siedler im Falle eines Kampfes in seinem Inventar behält.",,Usa questa vista per selezionare un tipo di arma che il colono terrà nel suo inventario in caso di combattimento.,Puedes usar esta vista para seleccionar el tipo de arma que un colono mantendrá en su inventorio para los combates.,,,,"Используйте это представление, чтобы выбрать тип оружия, которое поселенец будет держать в своем инвентаре на случай боя.",,"Brug denne visning til at vælge en type våben, som din bosætter vil beholde i sin beholdning i tilfælde af kamp.",,,,,,このビューでは、入植者がインベントリに入れる武器の種類を選択します。,使用此界面可以为殖民者选择存放在背包的武器，以备不时之需。,
HINT.WEAPON_SELECTION.2,It is strongly recommended you assign a ranged weapon such as a {{WEAPON.BOW}} or {{WEAPON.CROSSBOW}} to those settlers assigned as a {{PROFESSION.HUNTER}}.,,"Es wird dringend empfohlen, den Siedlern, die als Jäger zugewiesen wurden, eine Fernkampfwaffe wie Bogen oder Armbrust zuzuweisen.",,Si raccomanda vivamente di assegnare un'arma a distanza come un {{WEAPON.BOW}} o {{WEAPON.CROSSBOW}} ai coloni assegnati come {{PROFESSION.HUNTER}}.,Es muy recomendable que asignes un arma a distancia como un {{WEAPON.BOW}} o una {{WEAPON.CROSSBOW}} a aquellos colonos asignados como {{PROFESSION.HUNTER}}.,,,,"Настоятельно рекомендуется назначить оружие дальнего боя, такое как {{WEAPON.BOW}} или {{WEAPON.CROSSBOW}}, тем поселенцам, которым назначен {{PROFESSION.HUNTER}}",,Det er kraftigt anbefalet at du tildeler et fjernkampsvåben såsom en {{WEAPON.BOW}} eller en {{WEAPON.CROSSBOW}} til de bosættere tildelt job som {{PROFESSION.HUNTER}}.,,,,,,{{PROFESSION.HUNTER}}の入植者には、{{WEAPON.BOW}}や{{WEAPON.CROSSBOW}}などの遠隔武器を割り当てることを強くお勧めします。,强烈建议将{{WEAPON.BOW}}或{{WEAPON.CROSSBOW}}这类远程武器分配给{{PROFESSION.HUNTER}}。,
HINT.WEAPON_SELECTION.3,Weapons which you do not have available are displayed in red.,,"Waffen, die nicht zur Verfügung stehen, werden rot angezeigt.",,Le armi che non hai a disposizione sono visualizzate in rosso.,Las armas que no están disponibles se muestran en rojo.,,,,"Оружие, которого у вас нет, отображается красным цветом.",,"Våben, du ikke har tilgængelige, bliver vist med rød.",,,,,,所持していない武器は赤で表示されます。,尚未拥有的武器显示为红色。,
