KEY,NOTES,ENGLISH,FRENCH
METAL.BRONZE.TOOLTIP,,Bronze is an alloy of copper and tin. It is harder and much more durable than copper alone. (Alloys have not yet been implemented),Le bronze est un alliage de cuivre et d'étain. Il est plus dur et beaucoup plus durable que le cuivre seul. (Les alliages n'ont pas encore été mis en œuvre à King sous la montagne)
METAL.COPPER.ADJECTIVE,,Copper,en cuivre
METAL.COPPER.NOUN,,Copper,Cuivre
METAL.COPPER.TOOLTIP,,"As well as occuring naturally as {{ORE.NATIVE_COPPER.NOUN}}, it is also easy to smelt from {{ORE.MALACHITE.NOUN}} ore. Copper has many uses, particularly in coinage, though it is not hard enough to create effective weapons.","En plus de se présenter naturellement comme {{ORE.NATIVE_COPPER.NOUN}}, il est également facile à éperler à partir de {{ORE.MALACHITE.NOUN}} minerai. Le cuivre a de nombreuses utilisations, en particulier dans la monnaie, bien qu'il ne soit pas assez difficile de créer des armes efficaces."
METAL.COPPER_PATINA.ADJECTIVE,,Copper,en cuivre
METAL.COPPER_PATINA.NOUN,,Copper (Patina),Cuivre (patiné)
METAL.COPPER_PATINA.TOOLTIP,,{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}}
METAL.GOLD.ADJECTIVE,,Golden,en or
METAL.GOLD.NOUN,,Gold,Or
METAL.GOLD.TOOLTIP,,"The king of metals. Although it is not the rarest or most valuable, gold is the most coveted metal by most races – particularly dwarves.","Le roi des métaux. Bien qu'il ne soit pas le plus rare ou le plus précieux, l'or est le métal le plus convoité par la plupart des races — en particulier les nains."
METAL.IRON.ADJECTIVE,,Iron,En fer
METAL.IRON.NOUN,,Iron,Fer
METAL.IRON.TOOLTIP,,It is a poor military which does not have access to iron. Dwarven metalsmiths know the secrets of working this into {{METAL.STEEL.NOUN}}.,C'est une armée pauvre qui n'a pas accès au fer. Les métallurgistes nains connaissent les secrets de l'opération dans {{METAL.STEEL.NOUN}}.
METAL.PLATINUM.ADJECTIVE,,Platinum,En platine
METAL.PLATINUM.NOUN,,Platinum,Platine
METAL.PLATINUM.TOOLTIP,,A silver-white metal that is highly resistant to corrosion. Platinum is rarer and therefore more valuable than {{METAL.GOLD.NOUN}}.,Un métal argenté très résistant à la corrosion. Le platine est plus rare et donc plus précieux que {{METAL.GOLD.NOUN}}.
METAL.RUSTED_IRON.ADJECTIVE,,Rusted iron,Fer rouillé
METAL.RUSTED_IRON.NOUN,,Rust,Rouille
METAL.RUSTED_IRON.TOOLTIP,,Iron turns to rust when exposed to rain for a long period. Eventually this will decay completely!,Le fer rouille quand il est exposé pendant un longue période à la pluie. Il peut éventuellement totalement être détruit.
METAL.SILVER.ADJECTIVE,,Silver,En argent
METAL.SILVER.NOUN,,Silver,Argent
METAL.SILVER.TOOLTIP,,"Like {{METAL.GOLD.NOUN}}, silver is often used for coinage and as solid bars for the trading of wealth. ","Comme {{METAL.GOLD.NOUN}}, l'argent est souvent utilisé pour la monnaie et comme barres solides pour le commerce de la richesse."
METAL.STEEL.ADJECTIVE,,Steel,En acier
METAL.STEEL.NOUN,,Steel,Acier
METAL.STEEL.TOOLTIP,,"Far stronger than {{METAL.IRON.NOUN}} which makes for superior weapons and tools, only the dwarves know the secret of creating steel.","Bien plus fort que {{METAL.IRON.NOUN}} qui fait des armes et des outils supérieurs, seuls les nains connaissent le secret de la création de l'acier."
METAL.TIN.ADJECTIVE,,Tin,Boîte
METAL.TIN.NOUN,,Tin,Étain
METAL.TIN.TOOLTIP,,Tin can be smelted from {{ORE.CASSITERITE.NOUN}} and alloyed with {{METAL.COPPER.NOUN}} to produce {{METAL.BRONZE.NOUN}}. (Alloys have not yet been implemented),L'étain peut être fondu à partir de {{ORE.CASSITERITE.NOUN}} et allié avec {{METAL.COPPER.NOUN}} pour produire {{METAL.BRONZE.NOUN}}. (Les alliages n'ont pas encore été mis en œuvre à King sous la montagne)

MILITARY.FORMATION.COLUMN,,Column - Narrow,Colonne - Etroite
MILITARY.FORMATION.COLUMN_DOUBLE,,Column - Wide,Colonne - Large
MILITARY.FORMATION.COLUMN_SINGLE,,Column,Colonne
MILITARY.FORMATION.GRID,,Grid - Narrow,Grille - Etroite
MILITARY.FORMATION.GRID_DOUBLE,,Grid - Wide,Grille - Large
MILITARY.FORMATION.GRID_SINGLE,,Grid,Grille
MILITARY.FORMATION.LINE,,Line - Narrow,Ligne - Etroite
MILITARY.FORMATION.LINE_DOUBLE,,Line - Wide,Ligne - Large
MILITARY.FORMATION.LINE_SINGLE,,Line,Ligne
MILITARY.SQUAD.DEFAULT_NAME,,Squad,Escouade
MILITARY.SQUAD.ORDER_DESCRIPTION.COMBAT,,In Combat,En combat
MILITARY.SQUAD.ORDER_DESCRIPTION.GUARDING,,Guarding,Protège
MILITARY.SQUAD.ORDER_DESCRIPTION.OFF_DUTY,,Off Duty,Hors service
MILITARY.SQUAD.ORDER_DESCRIPTION.RETREATING,,Retreating,Fuir
MILITARY.SQUAD.ORDER_DESCRIPTION.TRAINING,,Training,Entrainement
MILITARY.SQUAD.SHIFT.DAYTIME,Used to assign a squad to active duty during the daytime,Day shift,Service de jour
MILITARY.SQUAD.SHIFT.NIGHTTIME,Used to assign a squad to active duty during the nighttime,Night shift,Service de nuit

MODS.APPLY,,Apply,Appliquer
MODS.BUTTON.BROWSE,,Browse Mods,Recherher les mods
MODS.BUTTON.REFRESH,,Refresh,Rafraichir
MODS.COMPATIBILITY.COMPATIBLE,,Yes,Oui
MODS.COMPATIBILITY.INCOMPATIBLE,,No,Non
MODS.COMPATIBILITY.UNKNOWN,,Unknown,Inconnu
MODS.EMAIL_LOGIN.CHECK_EMAIL,,"Check your email for an authentication code. If you do not receive an email, please check your spam folder.","Vérifiez vos email pour le code d'authentification. Si vous n'avez pas reçu d'email, vérifiez votre dossier de spam."
MODS.EMAIL_LOGIN.CODE_LABEL,,6 Digit Code:,Code à 6 chiffres:
MODS.EMAIL_LOGIN.EMAIL,,Enter your email address to receive an authentication code.,Entrez votre adresse email pour recevoir un code d'authentification.
MODS.EMAIL_LOGIN.EMAIL_LABEL,,Email:,Email:
MODS.EMAIL_LOGIN.ERROR,,"An error occurred while communicating to the server. Either the server is down, the email address is invalid, or you are not connected to the internet.","Une erreur est survenue durant la communication avec le serveur. Soit le serveur est indisponible, l'adresse mail est invalide ou vous nêtes pas connecté à internet."
MODS.EMAIL_LOGIN.INFO,,"To download and update mods, you must connect to the Mod.io platform.","Pour télécharger et mettre à jours les mods, vous devez vous connecter à la plateforme Mod.io "
MODS.EMAIL_LOGIN.REQUEST_CODE,,Request Code,Demander un code
MODS.EMAIL_LOGIN.SUBMIT_CODE,,Submit,Envoyer
MODS.INCOMPATIBLE_VERSION_DESCRIPTION,,The mod's game version ({{modGameVersion}}) is incompatible with the current game version ({{gameVersion}}),La version du jeu ({{modGameVersion}}) du mod est incompatible avec la version actuelle du jeu ({{gameVersion}})
MODS.MISSING_HOMEPAGE_URL,,The author(s) of this mod have not included a website to visit,Les auteur(s) de ce mod n'ont pas inclus de site web à visiter.
MODS.MISSING_MODS_DIALOG_TEXT,,This save file was last used while the following mods were active. These mods are now missing or disabled so the save may not load correctly.,"Ce fichier de sauvegarde a été utilisé pour la dernière fois alors que les mods suivants étaient actifs. Ces mods sont maintenant manquants ou désactivés, de sorte que l'enregistrement risque de ne pas se charger correctement."
MODS.MISSING_MODS_SAVE_EXCEPTION_DIALOG_TEXT,,"The save file could not be loaded because either it is incompatible with this version of the game, or because some mods have been disabled or removed since this save was last loaded. The following mods were expected but are no longer active:","Le fichier de sauvegarde n'a pas pu être chargé car il est incompatible avec cette version du jeu, ou parce que certains mods ont été désactivés ou supprimés depuis le dernier chargement de cette sauvegarde. Les mods suivants étaient attendus mais ne sont plus actifs:"
MODS.SYNC_IN_PROGRESS,,Please wait while the mod list is being updated. This may take a few minutes.,Veuillez patienter le temps que la liste des mods soit mise à jour. Cela peut prendre quelques minutes
MODS.TABLE.COMPATIBILITY,,Compatible,Compatible
MODS.TABLE.ENABLED,,Enable,Activé
MODS.TABLE.NAME,,Name,Nom
MODS.TABLE.ORDERING,,Re-order,Réorganiser
MODS.TABLE.VERSION,,Version,Version

MUSHROOM.DESCRIPTION,E.g. “Toadstool mushroom”,{{materialType.noun}},{{materialType.noun}}

NEEDS.DRINK,,Drink,Soif
NEEDS.FOOD,,Food,Faim
NEEDS.SLEEP,,Sleep,Fatigue

NOTIFICATION.AREA_REVEALED.DESCRIPTION,,Your miners have discovered a new area!,Vos mineurs ont découvert une nouvelle zone!
NOTIFICATION.AREA_REVEALED.TITLE,,Exploration,Exploration
NOTIFICATION.DEATH.DESCRIPTION,,"{{character}}, has died due to {{reason}}.","{{character}}, est mort de {{reason}}."
NOTIFICATION.DEATH.KILLED_BY_DESCRIPTION,,Killed by {{killer}},Tué par {{killer}}
NOTIFICATION.DEATH.SHORT_DESCRIPTION,,Died due to {{reason}},Mort de {{reason}}
NOTIFICATION.DEATH.TITLE,,Settler Death,Décès d'un colon
NOTIFICATION.FIRE_STARTED.DESCRIPTION,,A fire has broken out in your settlement!,Un incendie s'est déclaré dans votre colonie!
NOTIFICATION.FIRE_STARTED.TITLE,,Fire!,Feu!
NOTIFICATION.FISH_EXHAUSTED.DESCRIPTION,,You have over-fished the river to such an extent that there are no more fish left. You will have to wait until the spawning season next spring for the fish to return.,Vous avez sur-pêcher dans la rivière à un tel point qu'il n'y a plus de poissons restant. Vous devez attendre jusqu'à ce que les poissons reviennent à printemps prochain.
NOTIFICATION.FISH_EXHAUSTED.TITLE,,Fish Depopulated,Plus de poissons.
NOTIFICATION.GAME_OVER.DESCRIPTION,,All things must come to an end. Your settlement lies abandoned.,Toutes les bonnes choses doivent prendre fin. Votre colonie est abandonnée.
NOTIFICATION.GAME_OVER.TITLE,,Game Over,Fin de la partie
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,La prospérité de votre colonie a attiré un certain nombre de nouveaux immigrants pour augmenter votre population.
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,,Immigration,Immigration
NOTIFICATION.INVASION.DESCRIPTION,,A raiding party of orcs has arrived. Prepare yourselves! They will attack after preparing for a while.,Un groupe de pilleurs orcs est arrivé. Préparez vous! Ils attequeront après s'être préparé pendant un moment.
NOTIFICATION.INVASION.TITLE,,You are being invaded!,Vous êtes envahis !
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,,An area has caved in due to a lack of pillars and supports.,Une zone s'est effondrée en raison d'un manque de piliers et de supports.
NOTIFICATION.MINING_COLLAPSE.TITLE,,Mining Collapse,Effondrement de l'exploitation minière
NOTIFICATION.OXIDISATION_DESTRUCTION.DESCRIPTION,,An item or piece of furniture has been destroyed due to prolonged exposure to rain.\nSome materials such as iron and steel should not be left outside for a long period.,Un objet ou une pièces d'équipement a été détruite dûe à une exposition prolongée à la pluie.\nCertains matériaux comme le fer ou l'acier ne doivent pas être laissé à l'extérieur durant une longue période.
NOTIFICATION.OXIDISATION_DESTRUCTION.TITLE,,Rusted Away,Rouillé
NOTIFICATION.PIRATE_INVASION.DESCRIPTION,,Pirates have arrived! Don't let them steal your stuff!,
NOTIFICATION.PIRATE_INVASION.TITLE,,Pirates!,
NOTIFICATION.ROOFING_COLLAPSE.DESCRIPTION,,A roof has collapsed due to a lack of pillars and supports.,Un plafond s'est effondré dû à un manque de pilliers et de supports
NOTIFICATION.ROOFING_COLLAPSE.TITLE,,Roof Collapsed,Plafond effondré
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,,The gruelling hardship has proven to be too much to handle for {{character}}.,La difficulté éprouvante s'est révélée trop difficile à gérer pour {{character}}.
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,,Mental Break,BURN OUT !
NOTIFICATION.SETTLER_STUCK.DESCRIPTION,,"A settler has become stuck, unable to find a drink. Act quickly!",
NOTIFICATION.SETTLER_STUCK.TITLE,,Trapped!,
NOTIFICATION.SETTLER_TANTRUM.DESCRIPTION,,{{character}} has become so unhappy that they are throwing a tantrum!,{{character}} est tellement malheureux qu'il pique une crise !
NOTIFICATION.SETTLER_TANTRUM.TITLE,,Tantrum!,Pique une crise !
NOTIFICATION.TRADER_ARRIVED.DESCRIPTION,,They are heading to your Trading Depot to buy and sell goods.,Ils se dirigent vers votre zone de commerce pour acheter et vendre des biens.
NOTIFICATION.TRADER_ARRIVED.TITLE,,Traders have arrived!,Les marchands sont arrivés !
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.DESCRIPTION,,You must construct a Trading Depot to buy and sell goods.,Vous devez construire une zone de commerce pour acheter vendre des biens.
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.TITLE,,Traders have arrived!,Les marchands sont arrivés !

ORE.BAUXITE.ADJECTIVE,,Bauxite,Bauxite
ORE.BAUXITE.NOUN,,Bauxite,Bauxite
ORE.BAUXITE.TOOLTIP,,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.","La bauxite est le minerai primaire de l'aluminium. Malheureusement, un moyen de production d'aluminium n'a pas encore été découvert."
ORE.BITUMINOUS_COAL.ADJECTIVE,,Bituminous coal,Charbon bitumineux
ORE.BITUMINOUS_COAL.NOUN,,Bituminous coal,Charbon bitumineux
ORE.BITUMINOUS_COAL.TOOLTIP,,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,Cela peut être converti en {{ORE.COKE.NOUN}} à l'aide d'un {{FURNITURE.COKE_OVEN}}.
ORE.CASSITERITE.ADJECTIVE,,Cassiterite,Cassitérite
ORE.CASSITERITE.NOUN,,Cassiterite,Cassitérite
ORE.CASSITERITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,Minerai pouvant être fondu pour produire {{METAL.TIN.NOUN}}.
ORE.CHARCOAL.ADJECTIVE,,Charcoal,Charbon de bois
ORE.CHARCOAL.NOUN,,Charcoal,Charbon de bois
ORE.CHARCOAL.TOOLTIP,,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,Le {{FUEL.SACK}} est produit à partir de {{RESOURCE.LOGS.PLURAL}} de bois.
ORE.CHRYSOCOLLA.ADJECTIVE,,Chrysocolla,Chrysocolla
ORE.CHRYSOCOLLA.NOUN,,Chrysocolla,Chrysocolla
ORE.CHRYSOCOLLA.TOOLTIP,,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.","Souvent confondu avec la turquoise, c'est en fait un minerai de {{METAL.COPPER}}."
ORE.COKE.ADJECTIVE,,Coke,Charboneux
ORE.COKE.NOUN,,Coke,Charbon
ORE.COKE.TOOLTIP,,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,Une forme raffinée de {{ORE.BITUMINOUS_COAL}} qui peut être utilisée comme {{FUEL.SACK}}.
ORE.GALENA.ADJECTIVE,,Galena,Galena
ORE.GALENA.NOUN,,Galena,Galène
ORE.GALENA.TOOLTIP,,An ore that can be smelted to produce {{METAL.SILVER}}.,Minerai pouvant être fondu pour produire {{METAL.SILVER}}.
ORE.HEMATITE.ADJECTIVE,,Hematite,Hématite
ORE.HEMATITE.NOUN,,Hematite,Hématite
ORE.HEMATITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.IRON}}.,Minerai pouvant être fondu pour produire {{METAL.IRON}}.
ORE.ILMENITE.ADJECTIVE,,Ilmenite,Ilménite
ORE.ILMENITE.NOUN,,Ilmenite,Ilménite
ORE.ILMENITE.TOOLTIP,,"Ilmenite is the primary ore of titanium. Unfortunately, a means of titanium production is yet to be discovered.","L'ilménite est le minerai primaire du titane. Malheureusement, un moyen de production de titane reste à découvrir."
ORE.MALACHITE.ADJECTIVE,,Malachite,Malachite
ORE.MALACHITE.NOUN,,Malachite,Malachite
ORE.MALACHITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.COPPER}}.,Minerai pouvant être fondu pour produire {{METAL.COPPER}}.
ORE.NATIVE_COPPER.ADJECTIVE,,Native copper,Cuivre natif
ORE.NATIVE_COPPER.NOUN,,Native copper,Cuivre
ORE.NATIVE_COPPER.TOOLTIP,,Naturally-occuring {{METAL.COPPER}} which must be smelted before use.,{{METAL.COPPER}} naturel qui doit être fondu avant utilisation.
ORE.NATIVE_GOLD.ADJECTIVE,,Native gold,Or natif
ORE.NATIVE_GOLD.NOUN,,Native gold,Or
ORE.NATIVE_GOLD.TOOLTIP,,Naturally-occuring {{METAL.GOLD}} which must be smelted before use.,{{METAL.GOLD}} naturel qui doit être fondu avant utilisation.
ORE.NATIVE_PLATINUM.ADJECTIVE,,Native platinum,Platine natif
ORE.NATIVE_PLATINUM.NOUN,,Native platinum,Platine natif
ORE.NATIVE_PLATINUM.TOOLTIP,,Naturally-occuring {{METAL.PLATINUM}} which must be smelted before use.,{{METAL.PLATINUM}} naturel qui doit être fondu avant utilisation.
ORE.NATIVE_SILVER.ADJECTIVE,,Native silver,Argent natif
ORE.NATIVE_SILVER.NOUN,,Native silver,Argent
ORE.NATIVE_SILVER.TOOLTIP,,Naturally-occuring {{METAL.SILVER}} which must be smelted before use.,{{METAL.SILVER}} naturel qui doit être fondu avant utilisation.
ORE.POLLUCITE.ADJECTIVE,,Pollucite,Pollucite
ORE.POLLUCITE.NOUN,,Pollucite,Pollucite
ORE.POLLUCITE.TOOLTIP,,"Pollucite is an ore of Caesium, which is currently too dangerous to produce. Particularly crazy dwarven metalsmiths are currently trying to find a reliable method of production.","La pollucite est un minerai de Césium, qui est actuellement trop dangereux pour produire. Les métallurgistes nains particulièrement fous essaient actuellement de trouver une méthode de production fiable."
ORE.PYRITE.ADJECTIVE,,Fool's gold,L'or de l'imbécile
ORE.PYRITE.NOUN,,Fool's gold,L'or de l'imbécile
ORE.PYRITE.TOOLTIP,,"Also known as Pyrite, its pale-yellow appearance causes some to mistake it for gold. It has several uses when crushed, but care must be taken as it sparks when struck.","Aussi connu sous le nom de Pyrite, son aspect jaune pâle fait que certains la confondent avec de l'or. Il a plusieurs utilisations lorsqu'il est écrasé, mais il faut faire attention car il étincelle lorsqu'il est frappé."
ORE.THORIUM.ADJECTIVE,,Thorium,Thorium
ORE.THORIUM.NOUN,,Thorium,Thorium
ORE.THORIUM.TOOLTIP,,A silvery metallic ore which turns black when exposed to air. It is strangely warm to the touch.,Un minerai métallique argenté qui devient noir lorsqu'il est exposé à l'air. Il fait étrangement chaud au toucher.
ORE.WOLFRAMITE.ADJECTIVE,,Wolframite,Wolframite
ORE.WOLFRAMITE.NOUN,,Wolframite,Wolframite
ORE.WOLFRAMITE.TOOLTIP,,A metallic ore which complicates the smelting of tin. It has too high a melting point to be smelted with normal processes.,Un minerai métallique qui complique la fusion de l'étain. Il a un point de fusion trop élevé pour être fondu avec des processus normaux.

OTHER.ASH,,Charred,Cendres carbonnisée
OTHER.BRICK.NOUN,,Brick,Brique
OTHER.CLAY_SOIL.NOUN,,Clay soil,Argile
OTHER.GRASS.NOUN,,,Herbe

PRIORITY.DISABLED,,Disabled,Désactivé
PRIORITY.HIGHER,,Higher priority,Haute priorité
PRIORITY.HIGHEST,,Highest priority,La plus Haute priorité
PRIORITY.LOWER,,Lower priority,Basse priorité
PRIORITY.LOWEST,,Lowest priority,La plus basse priorité
PRIORITY.NORMAL,,Normal priority,Priorité normale

PRIVACY.OPT_IN.ACCEPT_BUTTON,,I Accept,J'accepte
PRIVACY.OPT_IN.DATA_POINT.1,,• The version of the game client,• Votre version du jeu
PRIVACY.OPT_IN.DATA_POINT.2,,• Your options settings,• Vos paramêtres d'options
PRIVACY.OPT_IN.DATA_POINT.3,,• The status of the game at the time of the crash,• Le status du jeu au moment du crash
PRIVACY.OPT_IN.DESCRIPTION,,"Mountaincore is in active development. To help diagnose and fix bugs, please click ""I Accept"" below to send anonymous crash reports automatically. \n\nThis is made up of only the following data:","Mountaincore est en phase de développement actif. Pour aider au diagnostique et à la résolution des bugs, merci de cliquer sur ""J'accepte"" en dessous pour envoyer anonymement les rapports de crash. \n\nC'est fait uniquement des données suivantes:"
PRIVACY.OPT_IN.DO_NOT_ACCEPT_BUTTON,,Disable Reporting,Désactiver les rapports

PRODUCT.ANVIL,,Anvil,Enclume
PRODUCT.ANVIL.PLURAL,,Anvils,Enclumes
PRODUCT.ANVIL.TOOLTIP,,A large block of metal used to hammer heated metal into shape. Required to construct a {{FURNITURE.FORGE}}.,Un grand bloc de métal utilisé pour marteler le métal chauffé en forme. Requis pour construire un {{FURNITURE.FORGE}.
PRODUCT.BARREL.HOOPS,,Barrel hoops,Cercles de tonneau
PRODUCT.BARREL.HOOPS.TOOLTIP,,Metal hoops used to construct a {{PRODUCT.BARREL.NOUN}}. Also used in some machinery.,Cerceaux métalliques utilisés pour construire un {{PRODUCT.BARREL.NOUN}}. Également utilisé dans certaines machines.
PRODUCT.BARREL.NOUN,,Barrel,Tonneau
PRODUCT.BARREL.PLURAL,,Barrels,Tonneaux
PRODUCT.BARREL.STAVES,,Barrel staves,Lattes de tonneaux
PRODUCT.BARREL.STAVES.TOOLTIP,,Curved wooden planks used to construct a {{PRODUCT.BARREL.NOUN}}.,Planches de bois courbes utilisées pour construire un {{PRODUCT.BARREL.NOUN}}.
PRODUCT.BARREL.TOOLTIP,,A cylindrical container for liquids. The curved shape makes it easier to roll around.,Un récipient cylindrique pour liquides. La forme incurvée facilite le roulis.
PRODUCT.BOWL,A bowl for eating from,Bowl,Bol
PRODUCT.BOWL.DESCRIPTION,E.g. “Bowl of vegetable soup”,Bowl of {{cooking.soup.description}},Bol de {{cooking.soup.description}}
PRODUCT.BOWL.PLURAL,,Bowls,Bols
PRODUCT.BREAD.DOUGH.NOUN,,Dough,Pâte
PRODUCT.BREAD.DOUGH.PLURAL,,Dough,Pâtes
PRODUCT.BREAD.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.BREAD.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,Un mélange d'ingrédients qui peut être préparé en {{PRODUCT.BREAD.LOAF.PLURAL}} à l'aide d'un {{FURNITURE.BAKING_OVEN}}.
PRODUCT.BREAD.LOAF.NOUN,Translations incorrect and need fixing,Bread loaf,Pain
PRODUCT.BREAD.LOAF.PLURAL,Translations incorrect and need fixing,Bread loaves,Pains
PRODUCT.BREAD.LOAF.TOOLTIP,,"Prepared bread, ready to eat!","Le pain est cuit, prêt à manger!"
PRODUCT.BUCKET.NOUN,,Bucket,Seau
PRODUCT.BUCKET.PLURAL,,Buckets,Seaux
PRODUCT.BUCKET.TOOLTIP,,A small container used to move liquids around by hand.,Petit récipient utilisé pour déplacer les liquides à la main.
PRODUCT.CAULDRON,A large metal pot for cooking (common with Halloween),Cauldron,Chaudron
PRODUCT.CAULDRON.PLURAL,,Cauldrons,Chaudrons
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.","Utilisé par un {{PROFESSION.CHEF}} pour préparer une soupe dans un {{ROOMS.KITCHEN}}, où elle est ensuite déplacée dans un {{ROOMS.FEASTING_HALL}}."
PRODUCT.CHEST.NOUN,,Chest,Coffre
PRODUCT.CHEST.PLURAL,,Chests,Coffres
PRODUCT.CHEST.TOOLTIP,,Used to store coins for trading.,Utilisé pour entreposer des pièces pour le commerce
PRODUCT.LEATHER.NOUN,,Leather,Cuir
PRODUCT.LEATHER.PLURAL,,Leather,Cuirs
PRODUCT.LINEN.NOUN,,Linen,Toile de lin
PRODUCT.LINEN.PLURAL,,Linen,Toiles de lin
PRODUCT.LINEN.TOOLTIP,,"A roll of fabric, primarily used for bedding.","Un pièce de tissus, basiquement utilisé pour faire le lits."
PRODUCT.LIQUID.TANK,,Tank,Reservoire
PRODUCT.LIQUID.TANK.PLURAL,,Tanks,Reservoires
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.",C'est un conteneur en métal utilisé pour garder les liquides. Il peut être produit à la {{FURNITURE.FORGE}}.
PRODUCT.MILLSTONE,,Millstone,Meule
PRODUCT.MILLSTONE.PLURAL,,Millstones,Meules
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,Deux grands disques de pierre qui sont assemblés ensemble pour moudre les cultures récoltées. Utilisé pour construire un {{FURNITURE.FLOUR_MILL}}.
PRODUCT.RATION.DOUGH.NOUN,,Ration dough,Ration de survie
PRODUCT.RATION.DOUGH.PLURAL,,Ration dough,Rations de survie
PRODUCT.RATION.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.RATION.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,Un mélange d'ingrédients qui peut être préparé en {{PRODUCT.BREAD.LOAF.PLURAL}} à l'aide d'un {{FURNITURE.BAKING_OVEN}}.
PRODUCT.RATION.NOUN,,Ration,Ration
PRODUCT.RATION.PLURAL,,Rations,Rations
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.","Elles dureront longtemps pour nourrir vos colons, mais vous aurez besoin d'autres sources de nourriture en priorité."
PRODUCT.ROPE.NOUN,,Rope,Corde
PRODUCT.ROPE.PLURAL,,Ropes,Cordes
PRODUCT.STONE.GEAR.NOUN,,Gear,Engrennage
PRODUCT.STONE.GEAR.PLURAL,,Gears,Engrennages
PRODUCT.STONE.GEAR.TOOLTIP,,Used in the construction of mechanisms.,Utilisé pour construire des machineries
PRODUCT.STONE.PIPE.NOUN,,Pipe,Tuyau
PRODUCT.STONE.PIPE.PLURAL,,Pipes,Tuyaux
PRODUCT.STONE.PIPE.TOOLTIP,,Used for liquids to flow between tiles underground.,Utilisé pour transporter du liquides sous terre.
PRODUCT.WATERSKIN.NOUN,,Waterskin,Gourde
PRODUCT.WATERSKIN.PLURAL,,Waterskins,Gourdes
PRODUCT.WOODEN.SHAFT.HORIZONTAL.NOUN,,Horizontal shaft,Transmission horizontale
PRODUCT.WOODEN.SHAFT.HORIZONTAL.PLURAL,,Horizontal shafts,Transmissions horizontale
PRODUCT.WOODEN.SHAFT.HORIZONTAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,Utilisez pour connecter les machineries qui produise ou requiert de l'énergie.
PRODUCT.WOODEN.SHAFT.VERTICAL.NOUN,,Vertical shaft,Transmission verticale
PRODUCT.WOODEN.SHAFT.VERTICAL.PLURAL,,Vertical shafts,Transmissions verticale
PRODUCT.WOODEN.SHAFT.VERTICAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,Utilisez pour connecter les machineries qui produise ou requiert de l'énergie.

PROFESSION.ARTISAN.FEMALE_NOUN,,Artisan,Artisane
PROFESSION.ARTISAN.MALE_NOUN,,Artisan,Artisan
PROFESSION.ARTISAN.PLURAL,,Artisans,Artisans
PROFESSION.ARTISAN.VERB,,Fabricating,Fabrique
PROFESSION.BAKER.VERB,,Baking,Fabrique
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,Forgeronne
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,Forgeron
PROFESSION.BLACKSMITH.PLURAL,,Blacksmiths,Forgerons
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,Artisanat des objets en utilisant du métal et produit également du métal à partir de minerai.
PROFESSION.BLACKSMITH.VERB,,Forging,Forge
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,Brasseuse
PROFESSION.BREWER.MALE_NOUN,,Brewer,Brasseur
PROFESSION.BREWER.PLURAL,,Brewers,Brasseurs
