KEY,NOTES,ENGLISH,ITALIAN
MENU.LINK_TWITCH_ACCOUNT,,Link Twitch,Link Twitch
MENU.LOAD_GAME,,Load,Caricare il gioco
MENU.MODS,,Mods,Mods
MENU.NEW_GAME,,New Game,Nuova partita
MENU.OPTIONS,,Options,Opzioni
MENU.QUIT,,Quit,Esci
MENU.SAVE_AND_QUIT,,Save & Quit,Salva e esci
MENU.TOGGLE_FULLSCREEN,,Toggle fullscreen,Attiva/Disattiva schermo intero

METAL.BRONZE.ADJECTIVE,,Bronze,di bronzo
METAL.BRONZE.NOUN,,Bronze,Bronzo
METAL.BRONZE.TOOLTIP,,Bronze is an alloy of copper and tin. It is harder and much more durable than copper alone. (Alloys have not yet been implemented),Il bronzo è una lega di rame e stagno. È più duro e molto più resistente del solo rame. (Le leghe non sono ancora state implementate in Re sotto la Montagna)
METAL.COPPER.ADJECTIVE,,Copper,di rame
METAL.COPPER.NOUN,,Copper,Rame
METAL.COPPER.TOOLTIP,,"As well as occuring naturally as {{ORE.NATIVE_COPPER.NOUN}}, it is also easy to smelt from {{ORE.MALACHITE.NOUN}} ore. Copper has many uses, particularly in coinage, though it is not hard enough to create effective weapons.","Oltre a verificarsi naturalmente come {{ORE.NATIVE_COPPER.NOUN}}, è anche facile odorare da {{ORE.MALACHITE.NOUN}} minerale. Il rame ha molti usi, in particolare nella monetazione, anche se non è abbastanza difficile creare armi efficaci."
METAL.COPPER_PATINA.ADJECTIVE,,Copper,di rame
METAL.COPPER_PATINA.NOUN,,Copper (Patina),Rame (Patina)
METAL.COPPER_PATINA.TOOLTIP,,{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}}
METAL.GOLD.ADJECTIVE,,Golden,d'oro
METAL.GOLD.NOUN,,Gold,Oro
METAL.GOLD.TOOLTIP,,"The king of metals. Although it is not the rarest or most valuable, gold is the most coveted metal by most races – particularly dwarves.","Il re dei metalli. Sebbene non sia il più raro o il più prezioso, l'oro è il metallo più ambito della maggior parte delle razze â€” in particolare i nani."
METAL.IRON.ADJECTIVE,,Iron,di ferro
METAL.IRON.NOUN,,Iron,Ferro
METAL.IRON.TOOLTIP,,It is a poor military which does not have access to iron. Dwarven metalsmiths know the secrets of working this into {{METAL.STEEL.NOUN}}.,Si tratta di un esercito povero che non ha accesso al ferro. I metalfabbri nani conoscono i segreti per lavorare in {{METAL.STEEL.NOUN}}.
METAL.PLATINUM.ADJECTIVE,,Platinum,Platino
METAL.PLATINUM.NOUN,,Platinum,Platino
METAL.PLATINUM.TOOLTIP,,A silver-white metal that is highly resistant to corrosion. Platinum is rarer and therefore more valuable than {{METAL.GOLD.NOUN}}.,Un metallo argento-bianco che è altamente resistente alla corrosione. Il platino è più raro e quindi più prezioso di {{METAL.GOLD.NOUN}}.
METAL.RUSTED_IRON.ADJECTIVE,,Rusted iron,Ferro arrugginito
METAL.RUSTED_IRON.NOUN,,Rust,Ruggine
METAL.RUSTED_IRON.TOOLTIP,,Iron turns to rust when exposed to rain for a long period. Eventually this will decay completely!,Il ferro si arrugginisce se esposto a lungo alla pioggia. Alla fine questo decadrà completamente!
METAL.SILVER.ADJECTIVE,,Silver,Colore: argento
METAL.SILVER.NOUN,,Silver,Argento
METAL.SILVER.TOOLTIP,,"Like {{METAL.GOLD.NOUN}}, silver is often used for coinage and as solid bars for the trading of wealth. ","Come {{METAL.GOLD.NOUN}}, l'argento è spesso usato per la monetazione e come barre solide per il commercio della ricchezza."
METAL.STEEL.ADJECTIVE,,Steel,d'acciaio
METAL.STEEL.NOUN,,Steel,Acciaio
METAL.STEEL.TOOLTIP,,"Far stronger than {{METAL.IRON.NOUN}} which makes for superior weapons and tools, only the dwarves know the secret of creating steel.","Molto più forte di {{METAL.IRON.NOUN}} che offre armi e strumenti superiori, solo i nani conoscono il segreto della creazione dell'acciaio."
METAL.TIN.ADJECTIVE,,Tin,di stagno
METAL.TIN.NOUN,,Tin,Stagno
METAL.TIN.TOOLTIP,,Tin can be smelted from {{ORE.CASSITERITE.NOUN}} and alloyed with {{METAL.COPPER.NOUN}} to produce {{METAL.BRONZE.NOUN}}. (Alloys have not yet been implemented),Lo stagno può essere fuso da {{ORE.CASSITERITE.NOUN}} e legato con {{METAL.COPPER.NOUN}} per produrre {{METAL.BRONZE.NOUN}}. (Le leghe non sono ancora state implementate in King under the Mountain)

MILITARY.FORMATION.COLUMN,,Column - Narrow,Colonna - Stretta
MILITARY.FORMATION.COLUMN_DOUBLE,,Column - Wide,Colonna - Ampia
MILITARY.FORMATION.COLUMN_SINGLE,,Column,Colonna
MILITARY.FORMATION.GRID,,Grid - Narrow,Griglia - Stretta
MILITARY.FORMATION.GRID_DOUBLE,,Grid - Wide,Griglia - Ampia
MILITARY.FORMATION.GRID_SINGLE,,Grid,Griglia
MILITARY.FORMATION.LINE,,Line - Narrow,Linea - Stretta
MILITARY.FORMATION.LINE_DOUBLE,,Line - Wide,Linea - Ampia
MILITARY.FORMATION.LINE_SINGLE,,Line,Linea
MILITARY.SQUAD.DEFAULT_NAME,,Squad,Squadra
MILITARY.SQUAD.ORDER_DESCRIPTION.COMBAT,,In Combat,In combattimento
MILITARY.SQUAD.ORDER_DESCRIPTION.GUARDING,,Guarding,Protezione
MILITARY.SQUAD.ORDER_DESCRIPTION.OFF_DUTY,,Off Duty,Fuori servizio
MILITARY.SQUAD.ORDER_DESCRIPTION.RETREATING,,Retreating,Ritirata
MILITARY.SQUAD.ORDER_DESCRIPTION.TRAINING,,Training,Formazione
MILITARY.SQUAD.SHIFT.DAYTIME,Used to assign a squad to active duty during the daytime,Day shift,Turno diurno
MILITARY.SQUAD.SHIFT.NIGHTTIME,Used to assign a squad to active duty during the nighttime,Night shift,Turno notturno

MODS.APPLY,,Apply,Applicare
MODS.BUTTON.BROWSE,,Browse Mods,Sfogliare i Mods
MODS.BUTTON.REFRESH,,Refresh,Aggiorna
MODS.COMPATIBILITY.COMPATIBLE,,Yes,Sì
MODS.COMPATIBILITY.INCOMPATIBLE,,No,No
MODS.COMPATIBILITY.UNKNOWN,,Unknown,Sconosciuto
MODS.EMAIL_LOGIN.CHECK_EMAIL,,"Check your email for an authentication code. If you do not receive an email, please check your spam folder.","Controllare l'e-mail per ottenere un codice di autenticazione. Se non si riceve un'e-mail, controllare la cartella spam."
MODS.EMAIL_LOGIN.CODE_LABEL,,6 Digit Code:,Codice a 6 cifre:
MODS.EMAIL_LOGIN.EMAIL,,Enter your email address to receive an authentication code.,Inserite il vostro indirizzo e-mail per ricevere un codice di autenticazione.
MODS.EMAIL_LOGIN.EMAIL_LABEL,,Email:,Email:
MODS.EMAIL_LOGIN.ERROR,,"An error occurred while communicating to the server. Either the server is down, the email address is invalid, or you are not connected to the internet.","Si è verificato un errore durante la comunicazione con il server. Il server non funziona, l'indirizzo e-mail non è valido o non si è connessi a Internet."
MODS.EMAIL_LOGIN.INFO,,"To download and update mods, you must connect to the Mod.io platform.","Per scaricare e aggiornare le mod, è necessario collegarsi alla piattaforma Mod.io."
MODS.EMAIL_LOGIN.REQUEST_CODE,,Request Code,Codice di richiesta
MODS.EMAIL_LOGIN.SUBMIT_CODE,,Submit,Invia
MODS.INCOMPATIBLE_VERSION_DESCRIPTION,,The mod's game version ({{modGameVersion}}) is incompatible with the current game version ({{gameVersion}}),La versione della mod ({{modGameVersion}}) è incompatibile con la versione attuale del gioco ({{gameVersion}}).
MODS.MISSING_HOMEPAGE_URL,,The author(s) of this mod have not included a website to visit,L'autore (o gli autori) di questo mod non hanno incluso un sito web da visitare
MODS.MISSING_MODS_DIALOG_TEXT,,This save file was last used while the following mods were active. These mods are now missing or disabled so the save may not load correctly.,"Questo file di salvataggio è stato utilizzato per l'ultima volta mentre le seguenti mod erano attive. Queste mod sono ora mancanti o disabilitati, quindi il salvataggio potrebbe non essere caricato correttamente."
MODS.MISSING_MODS_SAVE_EXCEPTION_DIALOG_TEXT,,"The save file could not be loaded because either it is incompatible with this version of the game, or because some mods have been disabled or removed since this save was last loaded. The following mods were expected but are no longer active:",Il file di salvataggio non può essere caricato perchÃ© non è compatibile con questa versione del gioco o perchÃ© alcune mod sono state disabilitate o rimosse dall'ultima volta che questo salvataggio è stato caricato. Le seguenti mod erano attese ma non sono più attive:
MODS.SYNC_IN_PROGRESS,,Please wait while the mod list is being updated. This may take a few minutes.,Si prega di attendere mentre l'elenco dei mod viene aggiornato. L'operazione potrebbe richiedere alcuni minuti.
MODS.TABLE.COMPATIBILITY,,Compatible,Compatibile?
MODS.TABLE.ENABLED,,Enable,Abilitato?
MODS.TABLE.NAME,,Name,Nome mod
MODS.TABLE.ORDERING,,Re-order,Riordina
MODS.TABLE.VERSION,,Version,Versione Mod

MUSHROOM.DESCRIPTION,E.g. “Toadstool mushroom”,{{materialType.noun}},{{materialType.Noun}}

NEEDS.DRINK,,Drink,Bere
NEEDS.FOOD,,Food,Cibo
NEEDS.SLEEP,,Sleep,Dormi

NOTIFICATION.AREA_REVEALED.DESCRIPTION,,Your miners have discovered a new area!,I tuoi minatori hanno scoperto una nuova area!
NOTIFICATION.AREA_REVEALED.TITLE,,Exploration,Esplorazione
NOTIFICATION.DEATH.DESCRIPTION,,"{{character}}, has died due to {{reason}}.","{{character}}, è morto a causa di {{reason}}."
NOTIFICATION.DEATH.KILLED_BY_DESCRIPTION,,Killed by {{killer}},Ucciso da {{killer}}
NOTIFICATION.DEATH.SHORT_DESCRIPTION,,Died due to {{reason}},Morto a causa di {{reason}}
NOTIFICATION.DEATH.TITLE,,Settler Death,Morte colono
NOTIFICATION.FIRE_STARTED.DESCRIPTION,,A fire has broken out in your settlement!,È scoppiato un incendio nel tuo insediamento!
NOTIFICATION.FIRE_STARTED.TITLE,,Fire!,Fuoco!
NOTIFICATION.FISH_EXHAUSTED.DESCRIPTION,,You have over-fished the river to such an extent that there are no more fish left. You will have to wait until the spawning season next spring for the fish to return.,Avete pescato il fiume a tal punto che non ci sono più pesci. Dovrete aspettare la stagione della deposizione delle uova la prossima primavera perchÃ© i pesci ritornino.
NOTIFICATION.FISH_EXHAUSTED.TITLE,,Fish Depopulated,Fish depopulated
NOTIFICATION.GAME_OVER.DESCRIPTION,,All things must come to an end. Your settlement lies abandoned.,Tutto deve finire. Il tuo insediamento e' abbandonato.
NOTIFICATION.GAME_OVER.TITLE,,Game Over,Partita finita
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,La prosperità del vostro insediamento ha attirato un certo numero di nuovi immigrati per aumentare la vostra popolazione.
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,,Immigration,Immigrazione
NOTIFICATION.INVASION.DESCRIPTION,,A raiding party of orcs has arrived. Prepare yourselves! They will attack after preparing for a while.,È arrivato un gruppo di orchi. Preparatevi! Attaccheranno dopo essersi preparati per un po'.
NOTIFICATION.INVASION.TITLE,,You are being invaded!,Siete stati invasi!
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,,An area has caved in due to a lack of pillars and supports.,Un'area è crollato a causa della mancanza di pilastri e supporti.
NOTIFICATION.MINING_COLLAPSE.TITLE,,Mining Collapse,Crollo minerario
NOTIFICATION.OXIDISATION_DESTRUCTION.DESCRIPTION,,An item or piece of furniture has been destroyed due to prolonged exposure to rain.\nSome materials such as iron and steel should not be left outside for a long period.,Un oggetto o un mobile è stato distrutto a causa dell'esposizione prolungata alla pioggia.nAlcuni materiali come il ferro e l'acciaio non dovrebbero essere lasciati fuori per un lungo periodo.
NOTIFICATION.OXIDISATION_DESTRUCTION.TITLE,,Rusted Away,Arrugginito
NOTIFICATION.PIRATE_INVASION.DESCRIPTION,,Pirates have arrived! Don't let them steal your stuff!,Sono arrivati i pirati! Non lasciate che rubino le vostre cose!
NOTIFICATION.PIRATE_INVASION.TITLE,,Pirates!,Pirati!
NOTIFICATION.ROOFING_COLLAPSE.DESCRIPTION,,A roof has collapsed due to a lack of pillars and supports.,Un tetto è crollato per mancanza di pilastri e supporti.
NOTIFICATION.ROOFING_COLLAPSE.TITLE,,Roof Collapsed,Tetto crollato
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,,The gruelling hardship has proven to be too much to handle for {{character}}.,L'estenuante difficoltà ha dimostrato di essere troppo da gestire per {{character}}.
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,,Mental Break,Pausa mentale
NOTIFICATION.SETTLER_STUCK.DESCRIPTION,,"A settler has become stuck, unable to find a drink. Act quickly!",Un colono è rimasto bloccato e non riesce a trovare da bere. Agite in fretta!
NOTIFICATION.SETTLER_STUCK.TITLE,,Trapped!,Intrappolati!
NOTIFICATION.SETTLER_TANTRUM.DESCRIPTION,,{{character}} has become so unhappy that they are throwing a tantrum!,{{character}} è diventato così infelice che sta facendo i irritato!
NOTIFICATION.SETTLER_TANTRUM.TITLE,,Tantrum!,Ira!
NOTIFICATION.TRADER_ARRIVED.DESCRIPTION,,They are heading to your Trading Depot to buy and sell goods.,Si dirigono al vostro Deposito Commerciale per acquistare e vendere merci.
NOTIFICATION.TRADER_ARRIVED.TITLE,,Traders have arrived!,I commercianti sono arrivati!
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.DESCRIPTION,,You must construct a Trading Depot to buy and sell goods.,È necessario costruire un deposito commerciale per acquistare e vendere merci.
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.TITLE,,Traders have arrived!,I commercianti sono arrivati!

ORE.BAUXITE.ADJECTIVE,,Bauxite,Bauxite
ORE.BAUXITE.NOUN,,Bauxite,Bauxite
ORE.BAUXITE.TOOLTIP,,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.","La bauxite è il minerale primario di alluminio. Purtroppo, un mezzo di produzione dell'alluminio è ancora da scoprire."
ORE.BITUMINOUS_COAL.ADJECTIVE,,Bituminous coal,di carbone bituminoso
ORE.BITUMINOUS_COAL.NOUN,,Bituminous coal,Carbone bituminoso
ORE.BITUMINOUS_COAL.TOOLTIP,,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,Questo può essere convertito in {{ORECOKE.NOUN}} utilizzando un {{FURNITURE.COKE_OVEN}}.
ORE.CASSITERITE.ADJECTIVE,,Cassiterite,di cassiterite
ORE.CASSITERITE.NOUN,,Cassiterite,Cassiterite
ORE.CASSITERITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,Un minerale che può essere fuso per produrre {{METAL.TIN.NOUN}}.
ORE.CHARCOAL.ADJECTIVE,,Charcoal,Carbonella
ORE.CHARCOAL.NOUN,,Charcoal,Carbonella
ORE.CHARCOAL.TOOLTIP,,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} prodotto da legno {{RESOURCE.LOGS.PLURAL}}.
ORE.CHRYSOCOLLA.ADJECTIVE,,Chrysocolla,Crisocolla
ORE.CHRYSOCOLLA.NOUN,,Chrysocolla,Crisocolla
ORE.CHRYSOCOLLA.TOOLTIP,,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.","Spesso confuso con il turchese, è in realtà un minerale di {{METAL.COPPER}}."
ORE.COKE.ADJECTIVE,,Coke,di carbone
ORE.COKE.NOUN,,Coke,Carbone
ORE.COKE.TOOLTIP,,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,Una forma raffinata di {ORE.BITUMINOUS_COAL}} che può essere utilizzata come {{FUEL.SACK}}.
ORE.GALENA.ADJECTIVE,,Galena,di galena
ORE.GALENA.NOUN,,Galena,Galena
ORE.GALENA.TOOLTIP,,An ore that can be smelted to produce {{METAL.SILVER}}.,Un minerale che può essere fuso per produrre {{METAL.SILVER}}.
ORE.HEMATITE.ADJECTIVE,,Hematite,di ematite
ORE.HEMATITE.NOUN,,Hematite,Ematite
ORE.HEMATITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.IRON}}.,Un minerale che può essere fuso per produrre {{METAL.IRON}}.
ORE.ILMENITE.ADJECTIVE,,Ilmenite,Ilmenite
ORE.ILMENITE.NOUN,,Ilmenite,Ilmenite
ORE.ILMENITE.TOOLTIP,,"Ilmenite is the primary ore of titanium. Unfortunately, a means of titanium production is yet to be discovered.","Ilmenite è il minerale primario di titanio. Purtroppo, un mezzo di produzione di titanio è ancora da scoprire."
ORE.MALACHITE.ADJECTIVE,,Malachite,di malachite
ORE.MALACHITE.NOUN,,Malachite,Malachite
ORE.MALACHITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.COPPER}}.,Un minerale che può essere fuso per produrre {{METAL.COPPER}}.
ORE.NATIVE_COPPER.ADJECTIVE,,Native copper,di rame nativo
ORE.NATIVE_COPPER.NOUN,,Native copper,Rame nativo
ORE.NATIVE_COPPER.TOOLTIP,,Naturally-occuring {{METAL.COPPER}} which must be smelted before use.,{{METAL.COPPER}} che deve essere fuso prima dell'uso.
ORE.NATIVE_GOLD.ADJECTIVE,,Native gold,d'oro nativo
ORE.NATIVE_GOLD.NOUN,,Native gold,Oro nativo
ORE.NATIVE_GOLD.TOOLTIP,,Naturally-occuring {{METAL.GOLD}} which must be smelted before use.,{{METAL.GOLD}} che deve essere fuso prima dell'uso.
ORE.NATIVE_PLATINUM.ADJECTIVE,,Native platinum,Platino nativo
ORE.NATIVE_PLATINUM.NOUN,,Native platinum,Platino nativo
ORE.NATIVE_PLATINUM.TOOLTIP,,Naturally-occuring {{METAL.PLATINUM}} which must be smelted before use.,{{METAL.PLATINUM} che deve essere fuso prima dell'uso.
ORE.NATIVE_SILVER.ADJECTIVE,,Native silver,d'argento nativo
ORE.NATIVE_SILVER.NOUN,,Native silver,Argento nativo
ORE.NATIVE_SILVER.TOOLTIP,,Naturally-occuring {{METAL.SILVER}} which must be smelted before use.,{{METAL.SILVER}} che deve essere fuso prima dell'uso.
ORE.POLLUCITE.ADJECTIVE,,Pollucite,Pollucite
ORE.POLLUCITE.NOUN,,Pollucite,Pollucite
ORE.POLLUCITE.TOOLTIP,,"Pollucite is an ore of Caesium, which is currently too dangerous to produce. Particularly crazy dwarven metalsmiths are currently trying to find a reliable method of production.","La pollucite è un minerale di cesio, attualmente troppo pericoloso da produrre. I metalfabbri nani particolarmente pazzi stanno attualmente cercando di trovare un metodo di produzione affidabile."
ORE.PYRITE.ADJECTIVE,,Fool's gold,Oro dello stolto
ORE.PYRITE.NOUN,,Fool's gold,Oro dello stolto
ORE.PYRITE.TOOLTIP,,"Also known as Pyrite, its pale-yellow appearance causes some to mistake it for gold. It has several uses when crushed, but care must be taken as it sparks when struck.","Conosciuta anche come Pirite, il suo aspetto giallo pallido fa sì che alcuni lo confondano con l'oro. Ha diversi usi quando viene schiacciato, ma bisogna fare attenzione perchÃ© scintilla quando viene colpito."
ORE.THORIUM.ADJECTIVE,,Thorium,Torium
ORE.THORIUM.NOUN,,Thorium,Torium
ORE.THORIUM.TOOLTIP,,A silvery metallic ore which turns black when exposed to air. It is strangely warm to the touch.,Un minerale argentato metallico che diventa nero quando esposto all'aria. È stranamente caldo al tatto.
ORE.WOLFRAMITE.ADJECTIVE,,Wolframite,Wolframite
ORE.WOLFRAMITE.NOUN,,Wolframite,Wolframite
ORE.WOLFRAMITE.TOOLTIP,,A metallic ore which complicates the smelting of tin. It has too high a melting point to be smelted with normal processes.,Un minerale metallico che complica la fusione dello stagno. Ha un punto di fusione troppo alto per essere fuso con processi normali.

OTHER.ASH,,Charred,Carbonizzato
OTHER.BRICK.NOUN,,Brick,Mattone
OTHER.CLAY_SOIL.NOUN,,Clay soil,Terreno argilloso
OTHER.GRASS.NOUN,,,Erba

PRIORITY.DISABLED,,Disabled,Disabilitato
PRIORITY.HIGHER,,Higher priority,Alto
PRIORITY.HIGHEST,,Highest priority,Più alto
PRIORITY.LOWER,,Lower priority,Basso
PRIORITY.LOWEST,,Lowest priority,Più basso
PRIORITY.NORMAL,,Normal priority,Normale

PRIVACY.OPT_IN.ACCEPT_BUTTON,,I Accept,Accetto
PRIVACY.OPT_IN.DATA_POINT.1,,• The version of the game client,â€¢ La versione del client di gioco
PRIVACY.OPT_IN.DATA_POINT.2,,• Your options settings,â€¢ Le impostazioni delle opzioni
PRIVACY.OPT_IN.DATA_POINT.3,,• The status of the game at the time of the crash,â€¢ Lo stato del gioco al momento dell'arresto anomalo
PRIVACY.OPT_IN.DESCRIPTION,,"Mountaincore is in active development. To help diagnose and fix bugs, please click ""I Accept"" below to send anonymous crash reports automatically. \n\nThis is made up of only the following data:","Mountaincore è in fase di sviluppo attivo. Per aiutare a diagnosticare e risolvere i bug, si prega di fare clic su ""Accetto"" qui sotto per inviare automaticamente segnalazioni anonime di crash. nnQuesto è composto solo dai seguenti dati:"
PRIVACY.OPT_IN.DO_NOT_ACCEPT_BUTTON,,Disable Reporting,Disabilita la segnalazione

PRODUCT.ANVIL,,Anvil,Incudine
PRODUCT.ANVIL.PLURAL,,Anvils,Incudini
PRODUCT.ANVIL.TOOLTIP,,A large block of metal used to hammer heated metal into shape. Required to construct a {{FURNITURE.FORGE}}.,Un grande blocco di metallo utilizzato per martellare il metallo riscaldato in forma. Richiesto per costruire un {{FURNITURE.FORGE}.
PRODUCT.BARREL.HOOPS,,Barrel hoops,Cerchi da barile
PRODUCT.BARREL.HOOPS.TOOLTIP,,Metal hoops used to construct a {{PRODUCT.BARREL.NOUN}}. Also used in some machinery.,Cerchi metallici utilizzati per costruire un {{PRODUCT.BARREL.NOUN}}. Utilizzato anche in alcuni macchinari.
PRODUCT.BARREL.NOUN,,Barrel,Barile
PRODUCT.BARREL.PLURAL,,Barrels,Botti
PRODUCT.BARREL.STAVES,,Barrel staves,Assi da barile
PRODUCT.BARREL.STAVES.TOOLTIP,,Curved wooden planks used to construct a {{PRODUCT.BARREL.NOUN}}.,Tavole di legno curve utilizzate per costruire un {PRODUCT.BARREL.NOUN}}.
PRODUCT.BARREL.TOOLTIP,,A cylindrical container for liquids. The curved shape makes it easier to roll around.,Contenitore cilindrico per liquidi. La forma curva rende più facile il rotolamento.
PRODUCT.BOWL,A bowl for eating from,Bowl,Ciotola
PRODUCT.BOWL.DESCRIPTION,E.g. “Bowl of vegetable soup”,Bowl of {{cooking.soup.description}},Ciotola di {{cooking.soup.description}}
PRODUCT.BOWL.PLURAL,,Bowls,Ciotole
PRODUCT.BREAD.DOUGH.NOUN,,Dough,Pasta
PRODUCT.BREAD.DOUGH.PLURAL,,Dough,Pasta
PRODUCT.BREAD.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.BREAD.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,Un mix di ingredienti che può essere cotto in {{PRODUCT.BREAD.LOAF.PLURAL}} utilizzando un {{FURNITURE.BAKING_OVEN}}.
PRODUCT.BREAD.LOAF.NOUN,Translations incorrect and need fixing,Bread loaf,Pane
PRODUCT.BREAD.LOAF.PLURAL,Translations incorrect and need fixing,Bread loaves,Pane
PRODUCT.BREAD.LOAF.TOOLTIP,,"Prepared bread, ready to eat!","Pane preparato, pronto da mangiare!"
PRODUCT.BUCKET.NOUN,,Bucket,Secchio
PRODUCT.BUCKET.PLURAL,,Buckets,Secchi
PRODUCT.BUCKET.TOOLTIP,,A small container used to move liquids around by hand.,Un piccolo contenitore utilizzato per spostare i liquidi a mano.
PRODUCT.CAULDRON,A large metal pot for cooking (common with Halloween),Cauldron,Calderone
PRODUCT.CAULDRON.PLURAL,,Cauldrons,Calderoni
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.","Utilizzato da un {{PROFESSION.CHEF}} per preparare la zuppa in un {{ROOMS.KITHIN}}, dove viene poi spostato in un {{ROOMS.FEASTING_HALL}}."
PRODUCT.CHEST.NOUN,,Chest,Cassa
PRODUCT.CHEST.PLURAL,,Chests,Casse
PRODUCT.CHEST.TOOLTIP,,Used to store coins for trading.,Utilizzato per conservare le monete per il commercio.
PRODUCT.LEATHER.NOUN,,Leather,Pelle
PRODUCT.LEATHER.PLURAL,,Leather,Pelli
PRODUCT.LINEN.NOUN,,Linen,Lino
PRODUCT.LINEN.PLURAL,,Linen,Lino
PRODUCT.LINEN.TOOLTIP,,"A roll of fabric, primarily used for bedding.","Un rotolo di tessuto, utilizzato principalmente per la biancheria da letto."
PRODUCT.LIQUID.TANK,,Tank,Serbatoio
PRODUCT.LIQUID.TANK.PLURAL,,Tanks,Serbatoi
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.","Questo è un contenitore di metallo usato per conservare i liquidi, che deve essere fabbricato alla {{FURNITURE.FORGE}}."
PRODUCT.MILLSTONE,,Millstone,Macina
PRODUCT.MILLSTONE.PLURAL,,Millstones,Macine
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,Due grandi dischi di pietra che vengono macinati insieme per macinare le colture raccolte. Utilizzato per costruire un {{FURNITURE.FLOUR_MILL}}.
PRODUCT.RATION.DOUGH.NOUN,,Ration dough,Impasto per razioni
PRODUCT.RATION.DOUGH.PLURAL,,Ration dough,Impasti per razioni
PRODUCT.RATION.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.RATION.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,Una miscela di ingredienti che può essere cotta in un {{PRODUCT.RATION.LOAF.PLURAL}} utilizzando un {{FURNITURE.BAKING_OVEN}}.
PRODUCT.RATION.NOUN,,Ration,Razione
PRODUCT.RATION.PLURAL,,Rations,Razioni
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.","Questi dureranno a lungo per sfamare i tuoi coloni, ma avrai bisogno di altre fonti di cibo come priorità."
PRODUCT.ROPE.NOUN,,Rope,Corda
PRODUCT.ROPE.PLURAL,,Ropes,Corde
PRODUCT.STONE.GEAR.NOUN,,Gear,Ingranaggio
PRODUCT.STONE.GEAR.PLURAL,,Gears,Ingranaggi
PRODUCT.STONE.GEAR.TOOLTIP,,Used in the construction of mechanisms.,Utilizzato nella costruzione di meccanismi.
PRODUCT.STONE.PIPE.NOUN,,Pipe,Tubo
PRODUCT.STONE.PIPE.PLURAL,,Pipes,Tubi
PRODUCT.STONE.PIPE.TOOLTIP,,Used for liquids to flow between tiles underground.,Utilizzato per far scorrere i liquidi tra le piastrelle sottoterra.
PRODUCT.WATERSKIN.NOUN,,Waterskin,Otre
PRODUCT.WATERSKIN.PLURAL,,Waterskins,Otri
PRODUCT.WOODEN.SHAFT.HORIZONTAL.NOUN,,Horizontal shaft,Albero orizzontale
PRODUCT.WOODEN.SHAFT.HORIZONTAL.PLURAL,,Horizontal shafts,Alberi orizzontali
PRODUCT.WOODEN.SHAFT.HORIZONTAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,Utilizzato per collegare meccanismi che producono e richiedono energia.
PRODUCT.WOODEN.SHAFT.VERTICAL.NOUN,,Vertical shaft,Albero verticale
PRODUCT.WOODEN.SHAFT.VERTICAL.PLURAL,,Vertical shafts,Alberi verticali
PRODUCT.WOODEN.SHAFT.VERTICAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,Utilizzato per collegare meccanismi che producono e richiedono energia.

PROFESSION.ARTISAN.FEMALE_NOUN,,Artisan,Artigiano
PROFESSION.ARTISAN.MALE_NOUN,,Artisan,Artigiana
PROFESSION.ARTISAN.PLURAL,,Artisans,Artigiani
PROFESSION.ARTISAN.VERB,,Fabricating,Fabbricazione
