KEY,NOTES,ENGLISH,TURKISH
GUI.KEY_BINDING.DEBUG_FRAME_BUFFER_8,,Debug frame buffer 8,
GUI.KEY_BINDING.DEBUG_FRAME_BUFFER_9,,Debug frame buffer 9,
GUI.KEY_BINDING.DEBUG_GAME_SPEED_SLOW,,Debug game speed slow,
GUI.KEY_BINDING.DEBUG_GAME_SPEED_ULTRA_FAST,,Debug game speed ultra fast,
GUI.KEY_BINDING.DEBUG_HIDE_GUI,,Debug hide gui,
GUI.KEY_BINDING.DEBUG_SHOW_INDIVIDUAL_LIGHTING_BUFFERS,,Debug show individual lighting buffers,
GUI.KEY_BINDING.DEBUG_SHOW_JOB_STATUS,,Debug show job status,
GUI.KEY_BINDING.DEBUG_SHOW_LIQUID_FLOW,,Debug show liquid flow,
GUI.KEY_BINDING.DEBUG_SHOW_MENU,,Debug show menu,
GUI.KEY_BINDING.DEBUG_SHOW_PATHFINDING_NODES,,Debug show pathfinding nodes,
GUI.KEY_BINDING.DEBUG_SHOW_ZONES,,Debug show zones,
GUI.KEY_BINDING.DEBUG_TOGGLE_FLOOR_OVERLAP_RENDERING,,Debug toggle floor overlap rendering,
GUI.KEY_BINDING.FAST_PAN,,Fast pan,
GUI.KEY_BINDING.GAME_SPEED_FAST,,Game speed fast,
GUI.KEY_BINDING.GAME_SPEED_FASTER,,Game speed faster,
GUI.KEY_BINDING.GAME_SPEED_FASTEST,,Game speed fastest,
GUI.KEY_BINDING.GAME_SPEED_NORMAL,,Game speed normal,
GUI.KEY_BINDING.PAN_CAMERA_DOWN,,Pan camera down,
GUI.KEY_BINDING.PAN_CAMERA_LEFT,,Pan camera left,
GUI.KEY_BINDING.PAN_CAMERA_RIGHT,,Pan camera right,
GUI.KEY_BINDING.PAN_CAMERA_UP,,Pan camera up,
GUI.KEY_BINDING.PAUSE,,Pause,
GUI.KEY_BINDING.QUICKLOAD,,Quickload,
GUI.KEY_BINDING.QUICKSAVE,,Quicksave,
GUI.KEY_BINDING.ROTATE,,Rotate,
GUI.KEY_BINDING.ZOOM_IN,,Zoom in,
GUI.KEY_BINDING.ZOOM_OUT,,Zoom out,
GUI.LEAVE_CROP_FALLOW,,No crop is currently selected to be planted,Hiç
GUI.LOAD_GAME.TABLE.DATE_TIME,,Last modified,
GUI.LOAD_GAME.TABLE.DELETE,,Delete,
GUI.LOAD_GAME.TABLE.GAME_TIME,,World time,
GUI.LOAD_GAME.TABLE.PLAY,,Play,
GUI.LOAD_GAME.TABLE.SETTLEMENT_NAME,,Name,
GUI.LOAD_GAME.TABLE.VERSION,,Version,
GUI.LOAD_GAME.TITLE,,Load Game,
GUI.MAP_SEED.COPY_TO_CLIPBOARD,,Copy to clipboard,
GUI.MAP_SEED_DISPLAY,,"Current map seed: ",
GUI.MECHANISM.SHAFT.HORIZONTAL,,Horizontal,
GUI.MECHANISM.SHAFT.VERTICAL,,Vertical,
GUI.MILITARY.DIALOG.ADD_SQUAD,,Name New Squad,
GUI.MILITARY.DIALOG.CHOOSE_EMBLEM,,Choose Emblem For {{squadName}},
GUI.MILITARY.DIALOG.RENAME_SQUAD,,Rename Squad,
GUI.MILITARY.DIALOG.SELECT_SQUAD,,Assign to New Squad,
GUI.MILITARY.NEW_SQUAD,,New Squad,
GUI.MILITARY.ORDERS,,Orders,
GUI.MILITARY.ORDERS.ATTACK,,Attack,
GUI.MILITARY.ORDERS.CANCEL_ATTACK,,Cancel Attack,
GUI.MILITARY.ORDERS.GUARD,,Guard,
GUI.MILITARY.ORDERS.RETREAT,,Retreat,
GUI.MILITARY.ORDERS.TRAIN,,Train,
GUI.MILITARY.REMOVE_SQUAD,,Remove Squad,
GUI.MILITARY.REMOVE_SQUAD.DIALOG,,Are you sure you want to remove this Squad?,
GUI.MILITARY.SET_FORMATION,,Set Formation,
GUI.MILITARY.SET_ORDERS,,Set Orders,
GUI.MILITARY.TAB.DWARVES,,Military Dwarves,
GUI.MILITARY.TAB.SQUADS,,Military Squads,
GUI.MILITARY.TAB.TRAINED_CIVILIANS,,Trained Civilians,
GUI.MINIMAP.LABEL,,Minimap,El Haritası
GUI.MUSIC_VOLUME,,Music,
GUI.NEXT_LABEL,,Next,Sonraki
GUI.NON_ROTATABLE_FURNITURE.HINT,,This furniture can not be rotated in this version of the game,Oyunun bu versiyonunda mobilyalar döndürülemiyor.
GUI.OK_LABEL,,Ok,Tamam
GUI.OPTIONS.AUDIO.TITLE,,Sound Options,Ses Ayarları
GUI.OPTIONS.GAMEPLAY.HIDE_TREES_OBSCURING_SETTLERS,This is an option that makes trees partially transparent when a settler moves behind them,Make trees transparent when obscuring settlers,Vatandaşı görmeyi engelleyen ağaçları transparan yapar.
GUI.OPTIONS.GAMEPLAY.TITLE,,"Gameplay Options ",Oyun Ayarları
GUI.OPTIONS.GAMEPLAY.USE_EDGE_SCROLLING,This is for a question to ask if the player would like the camera to scroll/pan by placing the mouse at the edge of the screen,Scroll when cursor is at the edge of the screen,İmleç ekranın köşesinde iken orta tuş ile kaydır.
GUI.OPTIONS.GAMEPLAY.ZOOM_TO_CURSOR,This is for a question to ask if the player would like the camera to scroll/pan based on where the mouse cursor is when they zoom in or out,Scroll to cursor when zooming,
GUI.OPTIONS.GRAPHICS.FULLSCREENMODE.BORDERLESS_FULLSCREEN,,Borderless,
GUI.OPTIONS.GRAPHICS.FULLSCREENMODE.EXCLUSIVE_FULLSCREEN,,Exclusive fullscreen,
GUI.OPTIONS.GRAPHICS.FULLSCREENMODE.WINDOWED,,Windowed,
GUI.OPTIONS.GRAPHICS.TITLE,,"Graphics Options ",Grafik Ayarları
GUI.OPTIONS.GRAPHICS.WEATHER_EFFECTS,,Weather Effects,
GUI.OPTIONS.GRAPHICS.WEATHER_EFFECTS_TOOLTIP,,Show weather effects like snow on furniture,
GUI.OPTIONS.KEY_BINDINGS,,Key Bindings,
GUI.OPTIONS.MISC.CRASH_REPORTING_ENABLED,,Opt In For Crash Reports,
GUI.OPTIONS.MISC.TITLE,,Miscellaneous,Çeşitli
GUI.OPTIONS.MISC.TUTORIAL_ENABLED,,Start Game With Tutorial,
GUI.OPTIONS.RESET,,Reset,
GUI.OPTIONS.TAB.AUDIO,,Audio,Ses
GUI.OPTIONS.TAB.GAMEPLAY,,Gameplay,Oynanış
GUI.OPTIONS.TAB.GRAPHICS,,Graphics,Grafikler
GUI.OPTIONS.TAB.MISC,,Other,Diğer
GUI.OPTIONS.TAB.TWITCH,,Twitch,Twitch
GUI.OPTIONS.TWITCH.ACCOUNT_LABEL,,Twitch Account:,Twitch Hesabı:
GUI.OPTIONS.TWITCH.CODE_LABEL,,Code,Kod
GUI.OPTIONS.TWITCH.CONNECTED_LABEL,,Twitch account connected,Twitch hesabı bağlandı
GUI.OPTIONS.TWITCH.DISCONNECT,,Disconnect,Bağlantıyı kopart
GUI.OPTIONS.TWITCH.DISCONNECTED_LABEL,,Twitch account disconnected,Twitch hesap bağlantısı koparıldı
GUI.OPTIONS.TWITCH.ENABLED,,Twitch integration enabled,Twitch entagrasyonu aktif.
GUI.OPTIONS.TWITCH.GENERAL_ERROR,,An error occured while communicating with Twitch,Twitch ile iletişimde bir hata oluştu.
GUI.OPTIONS.TWITCH.LINK_ACCOUNT_BUTTON,,Link Twitch account,
GUI.OPTIONS.TWITCH.PRIORITISE_SUBSCRIBERS,,Give priority to subscribers,Abonelere öncelik ver
GUI.OPTIONS.TWITCH.SUBMIT_BUTTON,,Submit,Gönder
GUI.OPTIONS.TWITCH.TITLE,,Twitch Integration,Twitch Entagrasyonu
GUI.OPTIONS.TWITCH.VIEWERS_AS_SETTLERS,,Use viewers as settler names,İzleyicileri vatandaş isimleri olarak gör
GUI.ORDERS.CHOP_WOOD,,Chop,Kes
GUI.ORDERS.CLEAR_GROUND,,Clear,Temizle
GUI.ORDERS.DIG_CHANNELS,Used to dig channels in the ground for water to run through to irrigate crops,Irrigation,
GUI.ORDERS.DIG_CHANNELS.TOOLTIP,,This order is used to dig channels in the ground.,
GUI.ORDERS.EXTINGUISH_FLAMES," - used to put out fires by throwing buckets of water on them",Extinguish,
GUI.ORDERS.EXTINGUISH_FLAMES.TOOLTIP,,This order is used to extinguish fires that are currently burning.,
GUI.ORDERS.HARVEST_PLANTS,,Harvest,Hasat
GUI.ORDERS.HUNT," - used to select animals to be hunted",Hunt,
GUI.ORDERS.HUNT.TOOLTIP,,This order is used to select animals to be hunted.,
GUI.ORDERS.MINE,,Mine,Kaz
GUI.ORDERS_LABEL,,Orders,Emirler
GUI.PLACE_BRIDGE.HINT,This is a longer label as a hint to the player,A bridge must cover both sides of the river and be at least 3x3 tiles in size,Köpri nehirin iki tarafınıda kaplamalı ve en az 3x3 karo olmalı.
GUI.POWER_LABEL,,Power & Water,
GUI.POWER_WATER_INFO,,{{FURNITURE.WINDMILL.PLURAL}} {{drawable|tooltip_icon_windmill}} and {{FURNITURE.WATERWHEEL.PLURAL}} {{drawable|tooltip_icon_waterwheel}} connect to powerlines {{drawable|tooltip_icon_power}}{{\n}}Powerlines {{drawable|tooltip_icon_power}} power {{FURNITURE.WATER_PUMP.PLURAL}} {{drawable|tooltip_icon_pump}} and other powered furniture{{\n}}{{FURNITURE.WATER_PUMP.PLURAL}} {{drawable|tooltip_icon_pump}} and Irrigation {{drawable|tooltip_icon_irrigation}} are connected to {{PRODUCT.STONE.PIPE.PLURAL}} {{drawable|tooltip_icon_pipes}},
GUI.PRIORITY_LABEL,,Priority,Öncelik
GUI.PRODUCTION_EXPORT.CHOOSE_ITEM_TYPE,,Choose Item to Export,
GUI.PRODUCTION_IMPORT.CHOOSE_ITEM_TYPE,,Choose Item to Import,
GUI.REMOVE_LABEL,,Remove,Kaldır
GUI.REMOVE_TILES,,Remove tiles,Karoları Sil
GUI.RESOURCE_MANAGEMENT.ALL_OF,,All {{item}},
GUI.RESOURCE_MANAGEMENT.AVAILABLE,,Available,
GUI.RESOURCE_MANAGEMENT.AVAILABLE_OF_TOTAL,,{{available}} / {{total}} Available,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.CONTENTS_TO_BE_DUMPED,,{{item}} is having it's contents dumped by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.CONTENTS_TO_BE_DUMPED.PLURAL,,{{item}} are having their contents dumped by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.DUE_TO_BE_HAULED,,{{item}} is due for hauling,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.DUE_TO_BE_HAULED.PLURAL,,{{item}} are due for hauling,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.EQUIPPED,,{{item}} is equipped by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.EQUIPPED.PLURAL,,{{item}} are equipped by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.FOOD_ALLOCATION,,{{item}} is allocated to,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.FOOD_ALLOCATION.PLURAL,,{{item}} are allocated to,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.HAULING,,{{item}} is being hauled by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.HAULING.PLURAL,,{{item}} are being hauled by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.HELD_IN_INVENTORY,,{{item}} is in the inventory of,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.HELD_IN_INVENTORY.PLURAL,,{{item}} are in the inventory of,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.ON_FIRE,,{{item}} is on fire,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.ON_FIRE.PLURAL,,{{item}} are on fire,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PLACED_FOR_CONSTRUCTION,,{{item}} is being placed for construction,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PLACED_FOR_CONSTRUCTION.PLURAL,,{{item}} are being placed for construction,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_IMPORT,,{{item}} is on an import pallet,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_IMPORT.PLURAL,,{{item}} are on an import pallet,
GUI.RESOURCE_MANAGEMENT.QUANTIFIED_ITEM,,{{quantity}} {{item}},
GUI.RESOURCE_MANAGEMENT.SEARCH,,Search,
GUI.RESOURCE_MANAGEMENT.SORT_BY,,Sort By,
GUI.RESOURCE_MANAGEMENT.TITLE,,Resources,Kaynaklar
GUI.RESOURCE_MANAGEMENT.TOTAL,,Total,
GUI.RESOURCE_MANAGEMENT.UNALLOCATED_LABEL,,Available: {{count}},"Mevcut: {{count}}  "
GUI.ROOFING.ADD,,Add,
GUI.ROOMS_LABEL,,Rooms,
GUI.ROTATE_FURNITURE.HINT,This is a longer label as a hint to the player,Press (R) to rotate furniture,Mobilyayı döndürmek içni (R) bas.
GUI.SAVING_PROMPT,Displayed to the player when the game is paused for autosaving,Saving…,Kaydediliyor
GUI.SELECT_WEAPON.LABEL,,Select weapon,
GUI.SETTINGS.LABEL,,Settings,
GUI.SETTLER_MANAGEMENT.CHOOSE_ARMOUR,,Choose Armour,
GUI.SETTLER_MANAGEMENT.CHOOSE_SHIELD,,Choose Shield,
GUI.SETTLER_MANAGEMENT.CHOOSE_WEAPON,,Choose Weapon,
GUI.SETTLER_MANAGEMENT.HAPPINESS,,Happiness {{happinessValue}},
GUI.SETTLER_MANAGEMENT.IMMIGRATION,,Immigration,
GUI.SETTLER_MANAGEMENT.MAIN_HAND.STATUS,,The main hand cannot be used. {{status}},
GUI.SETTLER_MANAGEMENT.OFF_HAND.STATUS,,The off hand cannot be used. {{status}},
GUI.SETTLER_MANAGEMENT.OFF_HAND.TWO_HANDED_WEAPON,,The {{weaponName}} requires two hands to use,
GUI.SETTLER_MANAGEMENT.POPULATION_STATISTICS,,Civilian Population {{civilianCount}} (Civilian Beds {{civilianBedCount}}) - Military Population {{militaryCount}} (Military Beds {{militaryBedCount}}) - Total Population {{populationCount}},
GUI.SETTLER_MANAGEMENT.PROFESSION.CIVILIAN,,Civilian,
GUI.SETTLER_MANAGEMENT.PROFESSION.MILITARY,,Military,
GUI.SETTLER_MANAGEMENT.PROFESSION.VILLAGER,,Villager,
GUI.SETTLER_MANAGEMENT.SEARCH,,Search,
GUI.SETTLER_MANAGEMENT.SORT.HAPPINESS,,Happiness,
GUI.SETTLER_MANAGEMENT.SORT.MILITARY_CIVILIAN,,Military/Civilian,
GUI.SETTLER_MANAGEMENT.SORT.NAME,,Name,
GUI.SETTLER_MANAGEMENT.SORT.SKILL_LEVEL,,Skill Level,
GUI.SETTLER_MANAGEMENT.SORT_BY,,Sort By,
GUI.SETTLER_MANAGEMENT.TITLE,,Settlers,Vatandaşlar
GUI.SOUND_EFFECT_VOLUME,,Sound Effects,
GUI.UI_SCALE,Used to make the game interface larger or smaller,UI Scale,Arayüz ölçeği:
GUI.VIEW_MODE.DEFAULT,,Default view,
GUI.VIEW_MODE.JOB_PRIORITY,,Priority view,
GUI.VIEW_MODE.MECHANISMS,,Power view,
GUI.VIEW_MODE.PIPING,,Piping view,
GUI.VIEW_MODE.ROOFING_INFO,,Roof view,
GUI.VIEW_ROADMAP,,View development roadmap,Geliştirme yol haritasını görüntüle
GUI.YEAR_LABEL,,Year {{year}},

HAPPINESS_MODIFIER.ALCOHOL_WITHDRAWAL,,Going sober,Ayılıyor
HAPPINESS_MODIFIER.ATE_NICELY_PREPARED_FOOD,,Ate a nicely prepared meal,Güzel hazırlanmış bir yemek yedi
HAPPINESS_MODIFIER.BLEEDING,,Bleeding profusely,
HAPPINESS_MODIFIER.CARRIED_DEAD_BODY,,Carried a dead body,Bir ceset taşıdı
HAPPINESS_MODIFIER.CAUGHT_IN_RAIN,,Caught outside in the rain,
HAPPINESS_MODIFIER.DRANK_ALCOHOL,,Under the effects of alcohol,Alkolün etksii altında
HAPPINESS_MODIFIER.DRANK_FROM_RIVER,,Drank river water,Nehir suyu içti
HAPPINESS_MODIFIER.DYING_OF_HUNGER,,Starving,Açlıktan Ölüyor
HAPPINESS_MODIFIER.DYING_OF_THIRST,,Critically dehydrated,Tehlikeli seviyede susuz
HAPPINESS_MODIFIER.HAD_A_TANTRUM,,Had a tantrum,
HAPPINESS_MODIFIER.NEW_SETTLEMENT_OPTIMISM,,Optimistic about new settlement,Yeni yerleşim yeri hakkında umutlu
HAPPINESS_MODIFIER.ON_FIRE,,Was badly burned,
HAPPINESS_MODIFIER.POISONED,,Poisoned,Zehirlendi
HAPPINESS_MODIFIER.SAW_DEAD_BODY,,Saw a dead body,Ceset gördü
HAPPINESS_MODIFIER.SLEEPING_IN_RAIN,,Slept in the rain,
HAPPINESS_MODIFIER.SLEEPING_IN_SNOW,,Slept in the snow,
HAPPINESS_MODIFIER.SLEPT_IN_BED,,Slept in a comfortable bed,
HAPPINESS_MODIFIER.SLEPT_ON_GROUND,,Slept on rough ground,Schlief auf rauem Boden
HAPPINESS_MODIFIER.SLEPT_OUTSIDE,,Slept under the stars,Yıldızların altında uyudu
HAPPINESS_MODIFIER.TITLE,,Happiness:,Mutluluk:
HAPPINESS_MODIFIER.VERY_HUNGRY,,Very hungry,Çok aç
HAPPINESS_MODIFIER.VERY_THIRSTY,,Very thirsty,Aşırı susamış
HAPPINESS_MODIFIER.VERY_TIRED,,Extremely tired,Aşırı yorgun
HAPPINESS_MODIFIER.WORKED_IN_ENCLOSED_ROOM,,Worked in an enclosed room,
HAPPINESS_MODIFIER.WORKED_IN_RAIN,,Working in the rain,

HAULING.ASSIGNMENT.DESCRIPTION,,{{quantity}} assigned to {{targetDescription}},{{quantity}} atandı {{targetDescription}}

HINT.BUILD_PIPES.1,,"You can use this view to lay pipes between liquid inputs and outputs, as well as irrigation channels.",
HINT.BUILD_PIPES.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.",
HINT.BUILD_PIPES.3,,Furniture with a liquid input or output display a blue or green icon indicating if they are an input or output to the network.,
HINT.BUILD_POWER.1,,Use this view to link constructions that require power with mechanisms built from {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,
HINT.BUILD_POWER.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.",
HINT.BUILD_POWER.3,,Constructions which require or produce power will display a red or green icon indicating if they are an input or output to the network.,
HINT.BUILD_ROOFING.1,,"This view allows you to see which tiles are outside with no roof above them (light blue), and those which have had a roof built overhead (dark brown).",
HINT.BUILD_ROOFING.2,,"You can use the {{GUI.ROOFING.ADD}} and {{GUI.CANCEL_LABEL}} options to queue up roofing to be constructed, and {{GUI.DECONSTRUCT_LABEL}} to remove any existing roof tiles.",
HINT.BUILD_ROOFING.3,,A roof can only be constructed within 3 tiles of a wall or {{FURNITURE.PILLAR}}.,
HINT.BUTTON.BEGIN_TUTORIAL,,Begin Tutorial,
HINT.BUTTON.DISABLE_ALL,,Disable all hints,Tüm ipuçlarını kapa
HINT.BUTTON.DISMISS,,Dismiss,Sav
HINT.BUTTON.HINTS_ONLY,,Hints only,Sadece İpuçları
HINT.BUTTON.NEXT,,Next,Sornaki
HINT.OPEN_PRIORITY_MENU.1,,"You can use this menu to change the priority of jobs and tasks, so that higher priority jobs will be assigned before lower priority jobs.","Bu menüyü işlerin ve görevlerin önem sıralarını değiştirmek için kullanabilirsin. Bu sayede daha önemli işler, önemsiz işlerden önce atanır."
HINT.OPEN_PRIORITY_MENU.2,,"While the Priority menu is open, the priority icons are shown in the game world where there is a job or task to be performed, or where a room or item of furniture may create jobs in the future.","Öncelik menüsü açık iken, öncelik sembolleri yapılacak bir iş/görevin olduğu veya ileride bir iş/görev yaratabilecek eşya/oda alanlarda görünür hale gelir"
HINT.TOOL_DEPLETED.AXE1,,Your settlement no longer has an {{TOOL.AXE}} available. You will no longer be able to chop down trees.,Yerleşke artık {{TOOL.AXE}} sahip değil. Artık ağaç kesemeyecek.
HINT.TOOL_DEPLETED.AXE2,,"More axes can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}}.",Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer çalışan bir  {{FURNITURE.FORGE}} yok ise bir {{FURNITURE.WOODCUTTERS_BENCH}} den kurtulman gerekebilir.
HINT.TOOL_DEPLETED.CHISEL1,,Your settlement no longer has a {{TOOL.CHISEL}} available. This is required to construct stone furniture.,"Yerleşke taş mobilya yapmak için gerkeli olan {{TOOL.CHISEL}} sahip değil. "
HINT.TOOL_DEPLETED.CHISEL2,,"More chisels can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.STONEMASON_WORKBENCH}}.",Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer çalışan bir  {{FURNITURE.FORGE}} yok ise bir {{FURNITURE.STONEMASON_WORKBENCH}} den kurtulman gerekebilir.
HINT.TOOL_DEPLETED.PLANE1,,Your settlement no longer has a {{TOOL.PLANE}} available. This is required to construct wooden furniture.,"Yerleşke ahşap mobilya yapmak için gerkeli olan {{TOOL.PLANE}} sahip değil. "
HINT.TOOL_DEPLETED.PLANE2,,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}}.,Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. {{FURNITURE.CARPENTRY_WORKBENCH}} den {{RESOURCE.PLANKS.NOUN}}
HINT.TOOL_DEPLETED.SAW1,,Your settlement no longer has a {{TOOL.SAW}} available. This is required to build a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.,Yerleşke {{FURNITURE.WOODCUTTERS_BENCH}} ve  {{FURNITURE.CARPENTRY_WORKBENCH}} inşa etmek için gerekli olan {{TOOL.SAW}} a sahip değil.
HINT.TOOL_DEPLETED.SAW2,,"More saws can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.",Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer {{FURNITURE.FORGE}} yok ise {{FURNITURE.WOODCUTTERS_BENCH}} veya {{FURNITURE.CARPENTRY_WORKBENCH}} dan kurtulman gerekebilir.
HINT.WEAPON_SELECTION.1,,Use this view to select a type of weapon that the settler will keep in their inventory in case of combat.,
HINT.WEAPON_SELECTION.2,,It is strongly recommended you assign a ranged weapon such as a {{WEAPON.BOW}} or {{WEAPON.CROSSBOW}} to those settlers assigned as a {{PROFESSION.HUNTER}}.,
HINT.WEAPON_SELECTION.3,,Weapons which you do not have available are displayed in red.,
HINT.WELCOME.NEXT_STEPS,,"Click “Tutorial” to be guided through the basics, “Hints only” to skip the tutorial but be provided with info as you play, or “Disable all hints” to stop showing these messages.","Temel presip eğitimi için ""Eğitim"" , eğitimi geçmek ve sadece oynarken ipuçlarını görmek için  ""Sadece İpuçlarına"" veya tüm yardımları kapatmak için ""Tüm İpuçlarını Devredışı Bırak"" a tıklayın."
HINT.WELCOME.PRE_SPAWN,,"Start the game by selecting a location on the map with open space near the river, and clicking the '{{GUI.EMBARK.START}}' button.",

HUMANOID.BROKEN.DESCRIPTION,"E.g. “Urist McScrooge, insane dwarf”","{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{madness.adjective}} {{race.noun}}"
HUMANOID.DESCRIPTION,"E.g. “Urist McScrooge, Dwarven miner”","{{name}}, {{race.adjective}} {{skillLevelDescription.adjective}} {{profession.noun}}","{{name}}, {{race.adjective}} {{profession.noun}}"

INGREDIENT.DOUGH,To be combined with the above as “bread dough”,Dough,Hamur
INGREDIENT.FLOUR,,Flour,Un
INGREDIENT.LOAF,To be combined with the above as “bread loaf”,Loaf,Somun
INGREDIENT.LOAF.PLURAL,,Loaves,Somunlar
INGREDIENT.MALT.SACK.NOUN,,Malt,Malt
INGREDIENT.MALT.SACK.TOOLTIP,,This needs to be milled before it can be used further for brewing.,Bira yapımında kullanılmadan önce çekilmesi gerekiyor.
INGREDIENT.MILLED.MALT.SACK.NOUN,,Milled malt,Çekilmiş malt
INGREDIENT.MILLED.MALT.SACK.TOOLTIP,,This is combined with water in a {{FURNITURE.MASH_TUN}} to produce {{LIQUID.WORT}}.,Bu {{LIQUID.WORT}} üretmek için {{FURNITURE.MASH_TUN}} içerisinde su ile birleiştirilecek.
INGREDIENT.MUSHROOM.SPAWN.NOUN,,Mushroom spawn,Mantar özü
INGREDIENT.MUSHROOM.SPAWN.PLURAL,,Mushroom spawn,Mantar özü
INGREDIENT.MUSHROOM.SPAWN.TOOLTIP,,"Also known as mycelium, this can be thought of as “seeds” from which to grow mushrooms in a {{ROOMS.MUSHROOM_FARM}}.","Ayrıca miselyum olarakda bilinen mantar özü, mantarın {{ROOMS.MUSHROOM_FARM}} da büyüttüğümüz tohumu olarak da düşünülebilir."
INGREDIENT.SEEDS.NOUN,E.g. “Wheat seed”,Seed,Tohum
INGREDIENT.SEEDS.PLURAL,E.g. “4 wheat seeds”,Seeds,Tohumlar
INGREDIENT.SEEDS.TOOLTIP,,Seeds of the right type are required for planting in a {{ROOMS.FARM}}. They also need to be available in a {{STOCKPILE.GRANARY}} stockpile.,Uygun tohumların {{ROOMS.FARM}} a dikilmesi ve ayrıca {{STOCKPILE.GRANARY}} da mevcut olmaları gereklidir.
INGREDIENT.VEGETABLE.CRATE.NOUN,,Vegetable (crate),
INGREDIENT.VEGETABLE.CRATE.PLURAL,,Vegetables (crate),
INGREDIENT.VEGETABLE.SACK.NOUN,,Vegetable (sack),Çuval
INGREDIENT.VEGETABLE.SACK.PLURAL,,Vegetables (sack),

INVENTORY.CONTAINS.LABEL,This is the label of “inventory” to go above a list of items contained within a piece of furniture or held by a character,Inventory:,Envanter:

ITEM.AVAILABILITY.DESCRIPTION,E.g. “2 potatoes”,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} available,
ITEM.DESCRIPTION,"E.g. “Iron axe”, “Beech wood fishing rod”, “3 marble blocks”",{{quantity_if_multiple}} {{quality.adjective}} {{materialType.adjective}} {{itemType.noun_or_plural}},"{{quantity_if_multiple}} {{materialType}} {{itemType.noun_or_plural}} "
ITEM.INGREDIENT.DESCRIPTION,E.g. “2 potatoes”,{{quantity_if_multiple}} {{materialType.noun_or_plural}},{{quantity_if_multiple}} {{materialType.noun_or_plural}}
ITEM.NONE_SELECTED,,None selected,
ITEM.QUALITY.PREFIX.AWFUL.ADJECTIVE,,Awful,
ITEM.QUALITY.PREFIX.AWFUL.TOOLTIP,,"This item is terribly made, difficult to use, and would not be worth very much",
ITEM.QUALITY.PREFIX.MASTERWORK.ADJECTIVE,,Masterwork,
ITEM.QUALITY.PREFIX.MASTERWORK.TOOLTIP,,"This item has clearly been made by a master craftsman, it is ideal in every way",
ITEM.QUALITY.PREFIX.POOR.ADJECTIVE,,Poor,
ITEM.QUALITY.PREFIX.POOR.TOOLTIP,,This item is poorly made and will slightly impede anyone using it,
ITEM.QUALITY.PREFIX.SUPERIOR.ADJECTIVE,,Superior,
ITEM.QUALITY.PREFIX.SUPERIOR.TOOLTIP,,"This item has been crafted with great skill, making it more valuable and easier to use",

ITEM_GROUP.FUEL.PLURAL,,Fuel,Yakıt
ITEM_GROUP.PRODUCT.PLURAL,,Products,Ürünler
