KEY,NOTES,ENGLISH,RUSSIAN
MECHANISM.FURNITURE.PRODUCING_POWER,,Working - producing {{power}} power,Работает - производимая {{power}} мощность
MECHANISM.FURNITURE.REQUIRES_OUTSIDE_PLACEMENT,,This must be outside to function correctly,"Это должно быть расположено снаружи, чтобы правильно работать"
MECHANISM.FURNITURE.REQUIRES_POWER,,Disabled - not enough power,"Недостаточно энергии "
MECHANISM.FURNITURE.REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,"Эта мебель требует подземного подключения к источнику энергии, такому как {{FURNITURE.WINDMILL}} или {{FURNITURE.WATERWHEEL}}"
MECHANISM.FURNITURE.REQUIRES_POWER_GRID,,Disabled - connect to an underground power connection,Подключиться к подземному источнику энергии
MECHANISM.FURNITURE.REQUIRES_POWER_GRID.TOOLTIP,,This furniture requires an underground power connection - see the {{GUI.BUILD.POWER}} option in the {{GUI.BUILD_LABEL}} menu.,"Эта мебель требует подземного подключения к источнику энергии - см. Параметр {{GUI.BUILD.POWER}} в меню {{GUI.BUILD_LABEL}}. "
MECHANISM.STONE.GEAR.NOUN,,Gear assembly,"Сборка шестерен "
MECHANISM.STONE.GEAR.TOOLTIP,,This contraption links up mechanical power in all 4 directions.,Эта штуковина связывает механическую энергию во всех 4 направлениях
MECHANISM.WOODEN.SHAFT.NOUN,,Shaft,Вал
MECHANISM.WOODEN.SHAFT.TOOLTIP,,A wooden shaft links mechanical power in 2 directions.,Деревянный вал связывает механическую силу в двух направлениях

MENU.CONTINUE_GAME,,Continue,Продолжить игру
MENU.CREDITS,,Credits,
MENU.JOIN_DISCORD,,Join Discord,
MENU.LINK_TWITCH_ACCOUNT,,Link Twitch,
MENU.LOAD_GAME,,Load,Загрузить игру
MENU.MODS,,Mods,Моды
MENU.NEW_GAME,,New Game,Начать новую игру
MENU.OPTIONS,,Options,Настройки
MENU.QUIT,,Quit,Выйти
MENU.SAVE_AND_QUIT,,Save & Quit,
MENU.TOGGLE_FULLSCREEN,,Toggle fullscreen,Во весь экран

METAL.BRONZE.ADJECTIVE,,Bronze,Бронзовый
METAL.BRONZE.NOUN,,Bronze,Бронза
METAL.BRONZE.TOOLTIP,,Bronze is an alloy of copper and tin. It is harder and much more durable than copper alone. (Alloys have not yet been implemented),"Бронза представляет собой сплав меди и олова. Она тверже и намного прочнее, чем медь. (Сплавы еще не внедрены в King under the Mountain)"
METAL.COPPER.ADJECTIVE,,Copper,Медный
METAL.COPPER.NOUN,,Copper,Медь
METAL.COPPER.TOOLTIP,,"As well as occuring naturally as {{ORE.NATIVE_COPPER.NOUN}}, it is also easy to smelt from {{ORE.MALACHITE.NOUN}} ore. Copper has many uses, particularly in coinage, though it is not hard enough to create effective weapons.","Помимо того, что она встречается естественным образом в виде {{ORE.NATIVE_COPPER.NOUN}}, ее также легко плавить из {{ORE.MALACHITE.NOUN}} руды. Медь имеет много применений, особенно в чеканке монет, хотя из нее достаточно сложно создать эффективное оружие."
METAL.COPPER_PATINA.ADJECTIVE,,Copper,Медь
METAL.COPPER_PATINA.NOUN,,Copper (Patina),Мель (патина)
METAL.COPPER_PATINA.TOOLTIP,,{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}}
METAL.GOLD.ADJECTIVE,,Golden,Золотой
METAL.GOLD.NOUN,,Gold,Золото
METAL.GOLD.TOOLTIP,,"The king of metals. Although it is not the rarest or most valuable, gold is the most coveted metal by most races – particularly dwarves.","Король металлов. Хотя золото и не самое редкое и ценное, оно является самым желанным металлом большинства рас — особенно гномов."
METAL.IRON.ADJECTIVE,,Iron,Железный
METAL.IRON.NOUN,,Iron,Железо
METAL.IRON.TOOLTIP,,It is a poor military which does not have access to iron. Dwarven metalsmiths know the secrets of working this into {{METAL.STEEL.NOUN}}.,"Плоха то армия, у которой который нет доступа к железу. Гномьи кузнецы знают секреты работы с {{METAL.STEEL.NOUN}}."
METAL.PLATINUM.ADJECTIVE,,Platinum,Платиновый
METAL.PLATINUM.NOUN,,Platinum,Платина
METAL.PLATINUM.TOOLTIP,,A silver-white metal that is highly resistant to corrosion. Platinum is rarer and therefore more valuable than {{METAL.GOLD.NOUN}}.,"Серебристо-белый металл, который обладает высокой устойчивостью к коррозии. Платина встречается реже и поэтому более ценна, чем {{METAL.GOLD.NOUN}}."
METAL.RUSTED_IRON.ADJECTIVE,,Rusted iron,"Ржавое железо "
METAL.RUSTED_IRON.NOUN,,Rust,Ржавое железо
METAL.RUSTED_IRON.TOOLTIP,,Iron turns to rust when exposed to rain for a long period. Eventually this will decay completely!,"Железо ржавеет при длительном воздействии дождя. В конце концов оно полностью разрушится! "
METAL.SILVER.ADJECTIVE,,Silver,Серебряный
METAL.SILVER.NOUN,,Silver,Серебро
METAL.SILVER.TOOLTIP,,"Like {{METAL.GOLD.NOUN}}, silver is often used for coinage and as solid bars for the trading of wealth. ","Как и {{METAL.GOLD.NOUN}}, серебро часто используется для чеканки монет и в качестве слитков для торговли."
METAL.STEEL.ADJECTIVE,,Steel,Стальной
METAL.STEEL.NOUN,,Steel,Сталь
METAL.STEEL.TOOLTIP,,"Far stronger than {{METAL.IRON.NOUN}} which makes for superior weapons and tools, only the dwarves know the secret of creating steel.","Гораздо прочнее, чем {{METAL.IRON.NOUN}}, что позволяет делать из него провосходное оружие и инструменты, только гномы знают секрет создания стали."
METAL.TIN.ADJECTIVE,,Tin,Оловянный
METAL.TIN.NOUN,,Tin,Олово
METAL.TIN.TOOLTIP,,Tin can be smelted from {{ORE.CASSITERITE.NOUN}} and alloyed with {{METAL.COPPER.NOUN}} to produce {{METAL.BRONZE.NOUN}}. (Alloys have not yet been implemented),Олово может быть выплавлено из {{ORE.CASSITERITE.NOUN}} и легировано {{METAL.COPPER.NOUN}} для получения {{METAL.BRONZE.NOUN}}. (Сплавы еще не внедрены в King under the Mountain)

MILITARY.FORMATION.COLUMN,,Column - Narrow,
MILITARY.FORMATION.COLUMN_DOUBLE,,Column - Wide,
MILITARY.FORMATION.COLUMN_SINGLE,,Column,
MILITARY.FORMATION.GRID,,Grid - Narrow,
MILITARY.FORMATION.GRID_DOUBLE,,Grid - Wide,
MILITARY.FORMATION.GRID_SINGLE,,Grid,
MILITARY.FORMATION.LINE,,Line - Narrow,
MILITARY.FORMATION.LINE_DOUBLE,,Line - Wide,
MILITARY.FORMATION.LINE_SINGLE,,Line,
MILITARY.SQUAD.DEFAULT_NAME,,Squad,
MILITARY.SQUAD.ORDER_DESCRIPTION.COMBAT,,In Combat,
MILITARY.SQUAD.ORDER_DESCRIPTION.GUARDING,,Guarding,
MILITARY.SQUAD.ORDER_DESCRIPTION.OFF_DUTY,,Off Duty,
MILITARY.SQUAD.ORDER_DESCRIPTION.RETREATING,,Retreating,
MILITARY.SQUAD.ORDER_DESCRIPTION.TRAINING,,Training,
MILITARY.SQUAD.SHIFT.DAYTIME,Used to assign a squad to active duty during the daytime,Day shift,
MILITARY.SQUAD.SHIFT.NIGHTTIME,Used to assign a squad to active duty during the nighttime,Night shift,

MODS.APPLY,,Apply,Применить
MODS.BUTTON.BROWSE,,Browse Mods,
MODS.BUTTON.REFRESH,,Refresh,
MODS.COMPATIBILITY.COMPATIBLE,,Yes,Да
MODS.COMPATIBILITY.INCOMPATIBLE,,No,Нет
MODS.COMPATIBILITY.UNKNOWN,,Unknown,Неизвестно
MODS.EMAIL_LOGIN.CHECK_EMAIL,,"Check your email for an authentication code. If you do not receive an email, please check your spam folder.",
MODS.EMAIL_LOGIN.CODE_LABEL,,6 Digit Code:,
MODS.EMAIL_LOGIN.EMAIL,,Enter your email address to receive an authentication code.,
MODS.EMAIL_LOGIN.EMAIL_LABEL,,Email:,
MODS.EMAIL_LOGIN.ERROR,,"An error occurred while communicating to the server. Either the server is down, the email address is invalid, or you are not connected to the internet.",
MODS.EMAIL_LOGIN.INFO,,"To download and update mods, you must connect to the Mod.io platform.",
MODS.EMAIL_LOGIN.REQUEST_CODE,,Request Code,
MODS.EMAIL_LOGIN.SUBMIT_CODE,,Submit,
MODS.INCOMPATIBLE_VERSION_DESCRIPTION,,The mod's game version ({{modGameVersion}}) is incompatible with the current game version ({{gameVersion}}),
MODS.MISSING_HOMEPAGE_URL,,The author(s) of this mod have not included a website to visit,
MODS.MISSING_MODS_DIALOG_TEXT,,This save file was last used while the following mods were active. These mods are now missing or disabled so the save may not load correctly.,"Этот файл сохранения использовался в последний раз, когда были активны следующие моды. Эти моды теперь отсутствуют или отключены, поэтому сохранение может загружаться неправильно."
MODS.MISSING_MODS_SAVE_EXCEPTION_DIALOG_TEXT,,"The save file could not be loaded because either it is incompatible with this version of the game, or because some mods have been disabled or removed since this save was last loaded. The following mods were expected but are no longer active:","Не удалось загрузить файл сохранения, так как он несовместим с этой версией игры, или потому, что некоторые моды были отключены или удалены с момента последней загрузки этого сохранения. Ожидались следующие моды, но больше не активны:"
MODS.SYNC_IN_PROGRESS,,Please wait while the mod list is being updated. This may take a few minutes.,
MODS.TABLE.COMPATIBILITY,,Compatible,
MODS.TABLE.ENABLED,,Enable,
MODS.TABLE.NAME,,Name,
MODS.TABLE.ORDERING,,Re-order,Повторная сортировка
MODS.TABLE.VERSION,,Version,

MUSHROOM.DESCRIPTION,E.g. “Toadstool mushroom”,{{materialType.noun}},Поганка{{materialType.noun}}

NEEDS.DRINK,,Drink,Жажда
NEEDS.FOOD,,Food,Голод
NEEDS.SLEEP,,Sleep,Усталость

NOTIFICATION.AREA_REVEALED.DESCRIPTION,,Your miners have discovered a new area!,Ваши шахтеры открыли новую территорию!
NOTIFICATION.AREA_REVEALED.TITLE,,Exploration,Исследование
NOTIFICATION.DEATH.DESCRIPTION,,"{{character}}, has died due to {{reason}}.","{{character}}, умер из-за {{reason}}."
NOTIFICATION.DEATH.KILLED_BY_DESCRIPTION,,Killed by {{killer}},
NOTIFICATION.DEATH.SHORT_DESCRIPTION,,Died due to {{reason}},Умер из-за {{reason}}
NOTIFICATION.DEATH.TITLE,,Settler Death,Смерть поселенцев
NOTIFICATION.FIRE_STARTED.DESCRIPTION,,A fire has broken out in your settlement!,"В вашем поселении вспыхнул пожар! "
NOTIFICATION.FIRE_STARTED.TITLE,,Fire!,Пожар!
NOTIFICATION.FISH_EXHAUSTED.DESCRIPTION,,You have over-fished the river to such an extent that there are no more fish left. You will have to wait until the spawning season next spring for the fish to return.,"Вы выловили так много рыбы в реке, что рыбы больше не осталось. Вам придется подождать до начала сезона нереста следующей весной, чтобы рыба вернулась."
NOTIFICATION.FISH_EXHAUSTED.TITLE,,Fish Depopulated,Рыба закончилась
NOTIFICATION.GAME_OVER.DESCRIPTION,,All things must come to an end. Your settlement lies abandoned.,Все должно закончиться. Ваше поселение заброшено.
NOTIFICATION.GAME_OVER.TITLE,,Game Over,Игра окончена
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,"Процветание вашего поселения привлекло ряд новых жителей, чтобы увеличить ваше население."
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,,Immigration,Жители
NOTIFICATION.INVASION.DESCRIPTION,,A raiding party of orcs has arrived. Prepare yourselves! They will attack after preparing for a while.,
NOTIFICATION.INVASION.TITLE,,You are being invaded!,
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,,An area has caved in due to a lack of pillars and supports.,Область провалилась из-за отсутствия столбов и опор.
NOTIFICATION.MINING_COLLAPSE.TITLE,,Mining Collapse,Шахта обрушилась
NOTIFICATION.OXIDISATION_DESTRUCTION.DESCRIPTION,,An item or piece of furniture has been destroyed due to prolonged exposure to rain.\nSome materials such as iron and steel should not be left outside for a long period.,"Предмет или мебель были разрушены из-за длительного пребывания под дождем. Некоторые материалы, такие как железо и сталь, не следует оставлять на улице в течение длительного времени."
NOTIFICATION.OXIDISATION_DESTRUCTION.TITLE,,Rusted Away,Заржавело
NOTIFICATION.ROOFING_COLLAPSE.DESCRIPTION,,A roof has collapsed due to a lack of pillars and supports.,Обрушилась крыша из-за отсутствия столбов и опор
NOTIFICATION.ROOFING_COLLAPSE.TITLE,,Roof Collapsed,Крыша обрушилась
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,,The gruelling hardship has proven to be too much to handle for {{character}}.,Ужасающие трудности оказались слишком сложными для {{character}}.
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,,Mental Break,Нервный срыв
NOTIFICATION.SETTLER_TANTRUM.DESCRIPTION,,{{character}} has become so unhappy that they are throwing a tantrum!,"{{character}} стал так недоволен, что впал в ярость!"
NOTIFICATION.SETTLER_TANTRUM.TITLE,,Tantrum!,Ярость!
NOTIFICATION.TRADER_ARRIVED.DESCRIPTION,,They are heading to your Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED.TITLE,,Traders have arrived!,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.DESCRIPTION,,You must construct a Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.TITLE,,Traders have arrived!,

ORE.BAUXITE.ADJECTIVE,,Bauxite,Бокситовый
ORE.BAUXITE.NOUN,,Bauxite,Боксит
ORE.BAUXITE.TOOLTIP,,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.","Боксит является основной рудой алюминия. К сожалению, способ производства алюминия пока не найден."
ORE.BITUMINOUS_COAL.ADJECTIVE,,Bituminous coal,Каменно угольный
ORE.BITUMINOUS_COAL.NOUN,,Bituminous coal,Каменный уголь
ORE.BITUMINOUS_COAL.TOOLTIP,,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,Он может быть преобразован в {{ORE.COKE.NOUN}} с помощью {{FURNITURE.COKE_OVEN}}.
ORE.CASSITERITE.ADJECTIVE,,Cassiterite,Касситеритовый
ORE.CASSITERITE.NOUN,,Cassiterite,Касситерит
ORE.CASSITERITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,"Руда, которая может быть переплавлена для получения {{METAL.TIN.NOUN}}."
ORE.CHARCOAL.ADJECTIVE,,Charcoal,Древесно угольный
ORE.CHARCOAL.NOUN,,Charcoal,Древесный уголь
ORE.CHARCOAL.TOOLTIP,,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} производится из дерева {{RESOURCE.LOGS.PLURAL}}.
ORE.CHRYSOCOLLA.ADJECTIVE,,Chrysocolla,Хрисолловый
ORE.CHRYSOCOLLA.NOUN,,Chrysocolla,Хрисолла
ORE.CHRYSOCOLLA.TOOLTIP,,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.","Часто путают с бирюзой, но на самом деле руда {{METAL.COPPER}}."
ORE.COKE.ADJECTIVE,,Coke,Коксовый
ORE.COKE.NOUN,,Coke,Кокс
ORE.COKE.TOOLTIP,,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,"Уточненная форма {{ORE.BITUMINOUS_COAL}}, которую можно использовать как {{FUEL.SACK}}."
ORE.GALENA.ADJECTIVE,,Galena,Галеновый
ORE.GALENA.NOUN,,Galena,Галенит
ORE.GALENA.TOOLTIP,,An ore that can be smelted to produce {{METAL.SILVER}}.,"Руда, которая может быть переплавлена для получения{{METAL.SILVER}}."
ORE.HEMATITE.ADJECTIVE,,Hematite,Гематитовый
ORE.HEMATITE.NOUN,,Hematite,Гематит
ORE.HEMATITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.IRON}}.,"Руда, которая может быть переплавлена для получения {{METAL.IRON}}."
ORE.ILMENITE.ADJECTIVE,,Ilmenite,Илменитовый
ORE.ILMENITE.NOUN,,Ilmenite,Илменит
ORE.ILMENITE.TOOLTIP,,"Ilmenite is the primary ore of titanium. Unfortunately, a means of titanium production is yet to be discovered.","Ильменит является основной рудой титана. К сожалению, способ производства титана пока не найден."
ORE.MALACHITE.ADJECTIVE,,Malachite,Малахитовый
ORE.MALACHITE.NOUN,,Malachite,Малахит
ORE.MALACHITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.COPPER}}.,"Руда, которая может быть переплавлена для получения {{METAL.COPPER}}."
ORE.NATIVE_COPPER.ADJECTIVE,,Native copper,Самородная медь
ORE.NATIVE_COPPER.NOUN,,Native copper,Самородная медь
ORE.NATIVE_COPPER.TOOLTIP,,Naturally-occuring {{METAL.COPPER}} which must be smelted before use.,"Встречается в естественном виде {{METAL.COPPER}}, должно быть переплавлено перед использование."
ORE.NATIVE_GOLD.ADJECTIVE,,Native gold,Самородное золото
ORE.NATIVE_GOLD.NOUN,,Native gold,Самородное золото
ORE.NATIVE_GOLD.TOOLTIP,,Naturally-occuring {{METAL.GOLD}} which must be smelted before use.,"Встречается в естественном виде {{METAL.GOLD}}, должно быть переплавлено перед использование."
ORE.NATIVE_PLATINUM.ADJECTIVE,,Native platinum,Самородная платина
ORE.NATIVE_PLATINUM.NOUN,,Native platinum,Самородная платина
ORE.NATIVE_PLATINUM.TOOLTIP,,Naturally-occuring {{METAL.PLATINUM}} which must be smelted before use.,"Встречается в естественном виде {{METAL.PLATINUM}}, должно быть переплавлено перед использование."
ORE.NATIVE_SILVER.ADJECTIVE,,Native silver,Самородное серебро
ORE.NATIVE_SILVER.NOUN,,Native silver,Самородное серебро
ORE.NATIVE_SILVER.TOOLTIP,,Naturally-occuring {{METAL.SILVER}} which must be smelted before use.,"Встречается в естественном виде {{METAL.SILVER}}, должно быть переплавлено перед использованием."
ORE.POLLUCITE.ADJECTIVE,,Pollucite,Поллюцитовый
ORE.POLLUCITE.NOUN,,Pollucite,Поллюцит
ORE.POLLUCITE.TOOLTIP,,"Pollucite is an ore of Caesium, which is currently too dangerous to produce. Particularly crazy dwarven metalsmiths are currently trying to find a reliable method of production.","Поллюцит является рудой цезия, которая в настоящее время слишком опасна для производства. Особенно отчаянные кузнецы гномы в настоящее время пытаются найти надежный способ его производства."
ORE.PYRITE.ADJECTIVE,,Fool's gold,Пиритовый
ORE.PYRITE.NOUN,,Fool's gold,Пирит
ORE.PYRITE.TOOLTIP,,"Also known as Pyrite, its pale-yellow appearance causes some to mistake it for gold. It has several uses when crushed, but care must be taken as it sparks when struck.","Также известен как Золото дураков, его бледно-желтый внешний вид заставляет некоторых принять его за золото. Он имеет несколько применений при дроблении, но необходимо проявлять осторожность, поскольку он крошится при ударе."
ORE.THORIUM.ADJECTIVE,,Thorium,Ториевый
ORE.THORIUM.NOUN,,Thorium,Торий
ORE.THORIUM.TOOLTIP,,A silvery metallic ore which turns black when exposed to air. It is strangely warm to the touch.,"Серебристая металлическая руда, которая становится черной при воздействии воздуха. Странная и теплая на ощупь."
ORE.WOLFRAMITE.ADJECTIVE,,Wolframite,Вольфрамовый
ORE.WOLFRAMITE.NOUN,,Wolframite,Вольфрам
ORE.WOLFRAMITE.TOOLTIP,,A metallic ore which complicates the smelting of tin. It has too high a melting point to be smelted with normal processes.,"Металлическая руда, которая усложняет плавку олова. Она имеет слишком высокую температуру плавления, чтобы быть выплавленной обычным способом."

OTHER.ASH,,Charred,Обгоревший
OTHER.BRICK.NOUN,,Brick,Кирпич
OTHER.CLAY_SOIL.NOUN,,Clay soil,Глинозем
OTHER.GRASS.NOUN,,,Трава

PRIORITY.DISABLED,,Disabled,
PRIORITY.HIGHER,,Higher priority,Высокий
PRIORITY.HIGHEST,,Highest priority,Наивысший
PRIORITY.LOWER,,Lower priority,Низкий
PRIORITY.LOWEST,,Lowest priority,Очень низкий
PRIORITY.NORMAL,,Normal priority,Нормальный

PRIVACY.OPT_IN.ACCEPT_BUTTON,,I Accept,Я принимаю
PRIVACY.OPT_IN.DATA_POINT.1,,• The version of the game client,
PRIVACY.OPT_IN.DATA_POINT.2,,• Your options settings,
PRIVACY.OPT_IN.DATA_POINT.3,,• The status of the game at the time of the crash,
PRIVACY.OPT_IN.DESCRIPTION,,"Mountaincore is in active development. To help diagnose and fix bugs, please click ""I Accept"" below to send anonymous crash reports automatically. \n\nThis is made up of only the following data:",
PRIVACY.OPT_IN.DO_NOT_ACCEPT_BUTTON,,Disable Reporting,Отключить отчеты

PRODUCT.ANVIL,,Anvil,Наковальня
PRODUCT.ANVIL.PLURAL,,Anvils,
PRODUCT.ANVIL.TOOLTIP,,A large block of metal used to hammer heated metal into shape. Required to construct a {{FURNITURE.FORGE}}.,"Большой блок металла, используемый для придания формы нагретому металлу. Требуется для создания {{FURNITURE.FORGE}."
PRODUCT.BARREL.HOOPS,,Barrel hoops,Обручи для бочек
PRODUCT.BARREL.HOOPS.TOOLTIP,,Metal hoops used to construct a {{PRODUCT.BARREL.NOUN}}. Also used in some machinery.,"Металлические обручи, используемые для построения {{PRODUCT.BARREL.NOUN}}. Также используется в некоторых машинах."
PRODUCT.BARREL.NOUN,,Barrel,Бочка
PRODUCT.BARREL.PLURAL,,Barrels,Бочки
PRODUCT.BARREL.STAVES,,Barrel staves,Бочарные клепки
PRODUCT.BARREL.STAVES.TOOLTIP,,Curved wooden planks used to construct a {{PRODUCT.BARREL.NOUN}}.,"Изогнутые деревянные доски, используемые для построения {{PRODUCT.BARREL.NOUN}}."
PRODUCT.BARREL.TOOLTIP,,A cylindrical container for liquids. The curved shape makes it easier to roll around.,Цилиндрический контейнер для жидкостей. Изогнутая форма облегчает транспортировку.
PRODUCT.BOWL,A bowl for eating from,Bowl,Миска
PRODUCT.BOWL.DESCRIPTION,E.g. “Bowl of vegetable soup”,Bowl of {{cooking.soup.description}},Миска с супом ({{cooking.soup.description}})
PRODUCT.BOWL.PLURAL,,Bowls,
PRODUCT.BREAD.DOUGH.NOUN,,Dough,Тесто
PRODUCT.BREAD.DOUGH.PLURAL,,Dough,Тесто
PRODUCT.BREAD.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.BREAD.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,"Смесь ингредиентов, которые могут быть запечены в {{PRODUCT.BREAD.LOAF.PLURAL}}, используя {{FURNITURE.BAKING_OVEN}}."
PRODUCT.BREAD.LOAF.NOUN,Translations incorrect and need fixing,Bread loaf,Хлеб
PRODUCT.BREAD.LOAF.PLURAL,Translations incorrect and need fixing,Bread loaves,Хлеб
PRODUCT.BREAD.LOAF.TOOLTIP,,"Prepared bread, ready to eat!","Готовый хлеб, готовый к употреблению!"
PRODUCT.BUCKET.NOUN,,Bucket,Ведро
PRODUCT.BUCKET.PLURAL,,Buckets,Ведра
PRODUCT.BUCKET.TOOLTIP,,A small container used to move liquids around by hand.,"Небольшой контейнер, используемый для перемещения жидкостей вручную."
PRODUCT.CAULDRON,A large metal pot for cooking (common with Halloween),Cauldron,Котел
PRODUCT.CAULDRON.PLURAL,,Cauldrons,
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.","Используется {{PROFESSION.CHEF}} для приготовления супа в {{ROOMS.KITCHEN}}, где он затем перемещается в {{ROOMS.FEASTING_HALL}}."
PRODUCT.CHEST.NOUN,,Chest,
PRODUCT.CHEST.PLURAL,,Chests,
PRODUCT.CHEST.TOOLTIP,,Used to store coins for trading.,
PRODUCT.LEATHER.NOUN,,Leather,
PRODUCT.LEATHER.PLURAL,,Leather,
PRODUCT.LINEN.NOUN,,Linen,Лен
PRODUCT.LINEN.PLURAL,,Linen,Льна
PRODUCT.LINEN.TOOLTIP,,"A roll of fabric, primarily used for bedding.",
PRODUCT.LIQUID.TANK,,Tank,Бак
PRODUCT.LIQUID.TANK.PLURAL,,Tanks,
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.","Это металлический контейнер, используемый для хранения жидкостей, который должен быть изготовлен на {{FURNITURE.FORGE}}."
PRODUCT.MILLSTONE,,Millstone,Жернов
PRODUCT.MILLSTONE.PLURAL,,Millstones,
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,"Два больших каменных диска, которые измельчают зерно. Используется для построения {{FURNITURE.FLOUR_MILL}}."
PRODUCT.RATION.DOUGH.NOUN,,Ration dough,
PRODUCT.RATION.DOUGH.PLURAL,,Ration dough,
PRODUCT.RATION.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.RATION.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,
PRODUCT.RATION.NOUN,,Ration,Паек
PRODUCT.RATION.PLURAL,,Rations,Пайки
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.","Их ватит на долгое время чтобы накормить ваших поселенцев, но в первую очередь вам понадобятся другие источники пищи."
PRODUCT.ROPE.NOUN,,Rope,Веревка
PRODUCT.ROPE.PLURAL,,Ropes,Веревки
PRODUCT.STONE.GEAR.NOUN,,Gear,Шестерня
PRODUCT.STONE.GEAR.PLURAL,,Gears,Шестерни
PRODUCT.STONE.GEAR.TOOLTIP,,Used in the construction of mechanisms.,"Используется при строительстве механизмов "
PRODUCT.STONE.PIPE.NOUN,,Pipe,Труба
PRODUCT.STONE.PIPE.PLURAL,,Pipes,Трубы
PRODUCT.STONE.PIPE.TOOLTIP,,Used for liquids to flow between tiles underground.,Используется для перемещения жидкостей под землей
PRODUCT.WATERSKIN.NOUN,,Waterskin,
PRODUCT.WATERSKIN.PLURAL,,Waterskins,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.NOUN,,Horizontal shaft,"Горизонтальный вал "
PRODUCT.WOODEN.SHAFT.HORIZONTAL.PLURAL,,Horizontal shafts,"Горизонтальные валы "
PRODUCT.WOODEN.SHAFT.HORIZONTAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,"Используется для соединения механизмов, которые производят и требуют энергии"
PRODUCT.WOODEN.SHAFT.VERTICAL.NOUN,,Vertical shaft,Вертикальный вал
PRODUCT.WOODEN.SHAFT.VERTICAL.PLURAL,,Vertical shafts,Вертикальные валы
PRODUCT.WOODEN.SHAFT.VERTICAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,"Используется для соединения механизмов, которые производят и требуют энергии"

PROFESSION.ARTISAN.FEMALE_NOUN,,Artisan,
PROFESSION.ARTISAN.MALE_NOUN,,Artisan,
PROFESSION.ARTISAN.PLURAL,,Artisans,
PROFESSION.ARTISAN.VERB,,Fabricating,
PROFESSION.BAKER.VERB,,Baking,Выпекание
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,Кузнец
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,Кузнец
PROFESSION.BLACKSMITH.PLURAL,,Blacksmiths,
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,"Изготавливает предметы из металла, а также производит металл из руды."
PROFESSION.BLACKSMITH.VERB,,Forging,Ковка
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,Пивовар
PROFESSION.BREWER.MALE_NOUN,,Brewer,Пивовар
PROFESSION.BREWER.PLURAL,,Brewers,
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,"Производит пиво в {{ROOMS.BREWERY}} "
PROFESSION.BREWER.VERB,,Brewing,Пивоварение
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Плотник
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Плотник
PROFESSION.CARPENTER.PLURAL,,Carpenters,
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Создает мебель и предметы из дерева.
