KEY,NOTES,ENGLISH,POLISH
GUI.KEY_BINDING.DEBUG_HIDE_GUI,,Debug hide gui,
GUI.KEY_BINDING.DEBUG_SHOW_INDIVIDUAL_LIGHTING_BUFFERS,,Debug show individual lighting buffers,
GUI.KEY_BINDING.DEBUG_SHOW_JOB_STATUS,,Debug show job status,
GUI.KEY_BINDING.DEBUG_SHOW_LIQUID_FLOW,,Debug show liquid flow,
GUI.KEY_BINDING.DEBUG_SHOW_MENU,,Debug show menu,
GUI.KEY_BINDING.DEBUG_SHOW_PATHFINDING_NODES,,Debug show pathfinding nodes,
GUI.KEY_BINDING.DEBUG_SHOW_ZONES,,Debug show zones,
GUI.KEY_BINDING.DEBUG_TOGGLE_FLOOR_OVERLAP_RENDERING,,Debug toggle floor overlap rendering,
GUI.KEY_BINDING.FAST_PAN,,Fast pan,
GUI.KEY_BINDING.GAME_SPEED_FAST,,Game speed fast,
GUI.KEY_BINDING.GAME_SPEED_FASTER,,Game speed faster,
GUI.KEY_BINDING.GAME_SPEED_FASTEST,,Game speed fastest,
GUI.KEY_BINDING.GAME_SPEED_NORMAL,,Game speed normal,
GUI.KEY_BINDING.PAN_CAMERA_DOWN,,Pan camera down,
GUI.KEY_BINDING.PAN_CAMERA_LEFT,,Pan camera left,
GUI.KEY_BINDING.PAN_CAMERA_RIGHT,,Pan camera right,
GUI.KEY_BINDING.PAN_CAMERA_UP,,Pan camera up,
GUI.KEY_BINDING.PAUSE,,Pause,
GUI.KEY_BINDING.QUICKLOAD,,Quickload,
GUI.KEY_BINDING.QUICKSAVE,,Quicksave,
GUI.KEY_BINDING.ROTATE,,Rotate,
GUI.KEY_BINDING.ZOOM_IN,,Zoom in,
GUI.KEY_BINDING.ZOOM_OUT,,Zoom out,
GUI.LEAVE_CROP_FALLOW,,No crop is currently selected to be planted,Brak (pozostawić odłogiem)
GUI.LOAD_GAME.TABLE.COPY_SEED,,Copy Seed,
GUI.LOAD_GAME.TABLE.DATE_TIME,,Last modified,
GUI.LOAD_GAME.TABLE.DELETE,,Delete,
GUI.LOAD_GAME.TABLE.GAME_TIME,,World time,
GUI.LOAD_GAME.TABLE.PLAY,,Play,
GUI.LOAD_GAME.TABLE.SETTLEMENT_NAME,,Name,
GUI.LOAD_GAME.TABLE.VERSION,,Version,
GUI.LOAD_GAME.TITLE,,Load Game,
GUI.MAP_SEED.COPY_TO_CLIPBOARD,,Copy to clipboard,
GUI.MAP_SEED_DISPLAY,,"Current map seed: ",
GUI.MECHANISM.SHAFT.HORIZONTAL,,Horizontal,
GUI.MECHANISM.SHAFT.VERTICAL,,Vertical,
GUI.MILITARY.DIALOG.ADD_SQUAD,,Name New Squad,
GUI.MILITARY.DIALOG.CHOOSE_EMBLEM,,Choose Emblem For {{squadName}},
GUI.MILITARY.DIALOG.RENAME_SQUAD,,Rename Squad,
GUI.MILITARY.DIALOG.SELECT_SQUAD,,Assign to New Squad,
GUI.MILITARY.NEW_SQUAD,,New Squad,
GUI.MILITARY.ORDERS,,Orders,
GUI.MILITARY.ORDERS.ATTACK,,Attack,
GUI.MILITARY.ORDERS.CANCEL_ATTACK,,Cancel Attack,
GUI.MILITARY.ORDERS.GUARD,,Guard,
GUI.MILITARY.ORDERS.RETREAT,,Retreat,
GUI.MILITARY.ORDERS.TRAIN,,Train,
GUI.MILITARY.REMOVE_SQUAD,,Remove Squad,
GUI.MILITARY.REMOVE_SQUAD.DIALOG,,Are you sure you want to remove this Squad?,
GUI.MILITARY.SET_FORMATION,,Set Formation,
GUI.MILITARY.SET_ORDERS,,Set Orders,
GUI.MILITARY.TAB.DWARVES,,Military Dwarves,
GUI.MILITARY.TAB.SQUADS,,Military Squads,
GUI.MILITARY.TAB.TRAINED_CIVILIANS,,Trained Civilians,
GUI.MINIMAP.LABEL,,Minimap,Minimapa
GUI.MUSIC_VOLUME,,Music,
GUI.NEXT_LABEL,,Next,Dalej
GUI.NON_ROTATABLE_FURNITURE.HINT,,This furniture can not be rotated in this version of the game,Meble te nie mogą być obracane w tej wersji gry
GUI.OK_LABEL,,Ok,OK
GUI.OPTIONS.AUDIO.TITLE,,Sound Options,Opcje dźwięku
GUI.OPTIONS.GAMEPLAY.HIDE_TREES_OBSCURING_SETTLERS,This is an option that makes trees partially transparent when a settler moves behind them,Make trees transparent when obscuring settlers,Uczyń drzewa przezroczyste podczas zasłaniania osadników
GUI.OPTIONS.GAMEPLAY.TITLE,,"Gameplay Options ","Ustawienia Gry "
GUI.OPTIONS.GAMEPLAY.USE_EDGE_SCROLLING,This is for a question to ask if the player would like the camera to scroll/pan by placing the mouse at the edge of the screen,Scroll when cursor is at the edge of the screen,"Przewiń, gdy kursor znajduje się na krawędzi ekranu"
GUI.OPTIONS.GAMEPLAY.ZOOM_TO_CURSOR,This is for a question to ask if the player would like the camera to scroll/pan based on where the mouse cursor is when they zoom in or out,Scroll to cursor when zooming,
GUI.OPTIONS.GRAPHICS.FULLSCREENMODE.BORDERLESS_FULLSCREEN,,Borderless,
GUI.OPTIONS.GRAPHICS.FULLSCREENMODE.EXCLUSIVE_FULLSCREEN,,Exclusive fullscreen,
GUI.OPTIONS.GRAPHICS.FULLSCREENMODE.WINDOWED,,Windowed,
GUI.OPTIONS.GRAPHICS.TITLE,,"Graphics Options ","Ustawienia Grafiki "
GUI.OPTIONS.GRAPHICS.WEATHER_EFFECTS,,Weather Effects,
GUI.OPTIONS.GRAPHICS.WEATHER_EFFECTS_TOOLTIP,,Show weather effects like snow on furniture,
GUI.OPTIONS.KEY_BINDINGS,,Key Bindings,
GUI.OPTIONS.MISC.CRASH_REPORTING_ENABLED,,Opt In For Crash Reports,
GUI.OPTIONS.MISC.TITLE,,Miscellaneous,Różne
GUI.OPTIONS.MISC.TUTORIAL_ENABLED,,Start Game With Tutorial,
GUI.OPTIONS.RESET,,Reset,
GUI.OPTIONS.TAB.AUDIO,,Audio,
GUI.OPTIONS.TAB.GAMEPLAY,,Gameplay,
GUI.OPTIONS.TAB.GRAPHICS,,Graphics,
GUI.OPTIONS.TAB.MISC,,Other,
GUI.OPTIONS.TAB.TWITCH,,Twitch,
GUI.OPTIONS.TWITCH.ACCOUNT_LABEL,,Twitch Account:,
GUI.OPTIONS.TWITCH.CODE_LABEL,,Code,
GUI.OPTIONS.TWITCH.CONNECTED_LABEL,,Twitch account connected,
GUI.OPTIONS.TWITCH.DISCONNECT,,Disconnect,
GUI.OPTIONS.TWITCH.DISCONNECTED_LABEL,,Twitch account disconnected,
GUI.OPTIONS.TWITCH.ENABLED,,Twitch integration enabled,
GUI.OPTIONS.TWITCH.GENERAL_ERROR,,An error occured while communicating with Twitch,
GUI.OPTIONS.TWITCH.LINK_ACCOUNT_BUTTON,,Link Twitch account,
GUI.OPTIONS.TWITCH.PRIORITISE_SUBSCRIBERS,,Give priority to subscribers,
GUI.OPTIONS.TWITCH.SUBMIT_BUTTON,,Submit,
GUI.OPTIONS.TWITCH.TITLE,,Twitch Integration,
GUI.OPTIONS.TWITCH.VIEWERS_AS_SETTLERS,,Use viewers as settler names,
GUI.OPTIONS.TWITCH.VIEWERS_LABEL,,{{numViewers}} viewers,
GUI.ORDERS.CHOP_WOOD,,Chop,Rąb
GUI.ORDERS.CLEAR_GROUND,,Clear,Sprzątaj
GUI.ORDERS.DIG_CHANNELS,Used to dig channels in the ground for water to run through to irrigate crops,Irrigation,
GUI.ORDERS.DIG_CHANNELS.TOOLTIP,,This order is used to dig channels in the ground.,
GUI.ORDERS.EXTINGUISH_FLAMES," - used to put out fires by throwing buckets of water on them",Extinguish,
GUI.ORDERS.EXTINGUISH_FLAMES.TOOLTIP,,This order is used to extinguish fires that are currently burning.,
GUI.ORDERS.HARVEST_PLANTS,,Harvest,Zbieraj
GUI.ORDERS.HUNT," - used to select animals to be hunted",Hunt,
GUI.ORDERS.HUNT.TOOLTIP,,This order is used to select animals to be hunted.,
GUI.ORDERS.MINE,,Mine,Kop
GUI.ORDERS_LABEL,,Orders,Rozkazy
GUI.PLACE_BRIDGE.HINT,This is a longer label as a hint to the player,A bridge must cover both sides of the river and be at least 3x3 tiles in size,Most musi pokrywać obie strony rzeki i mieć co najmniej 3x3 płytki w rozmiarze
GUI.POWER_LABEL,,Power & Water,
GUI.POWER_WATER_INFO,,{{FURNITURE.WINDMILL.PLURAL}} {{drawable|tooltip_icon_windmill}} and {{FURNITURE.WATERWHEEL.PLURAL}} {{drawable|tooltip_icon_waterwheel}} connect to powerlines {{drawable|tooltip_icon_power}}{{\n}}Powerlines {{drawable|tooltip_icon_power}} power {{FURNITURE.WATER_PUMP.PLURAL}} {{drawable|tooltip_icon_pump}} and other powered furniture{{\n}}{{FURNITURE.WATER_PUMP.PLURAL}} {{drawable|tooltip_icon_pump}} and Irrigation {{drawable|tooltip_icon_irrigation}} are connected to {{PRODUCT.STONE.PIPE.PLURAL}} {{drawable|tooltip_icon_pipes}},
GUI.PRIORITY_LABEL,,Priority,
GUI.PRODUCTION_EXPORT.CHOOSE_ITEM_TYPE,,Choose Item to Export,
GUI.PRODUCTION_EXPORT.LIMIT.REACHED,,Production halted - limit is set to {{quantity}},
GUI.PRODUCTION_IMPORT.CHOOSE_ITEM_TYPE,,Choose Item to Import,
GUI.REMOVE_LABEL,,Remove,Usuń
GUI.REMOVE_TILES,,Remove tiles,Usuń kafelki
GUI.RESOURCE_MANAGEMENT.ALL_OF,,All {{item}},
GUI.RESOURCE_MANAGEMENT.AVAILABLE,,Available,
GUI.RESOURCE_MANAGEMENT.AVAILABLE_OF_TOTAL,,{{available}} / {{total}} Available,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.CONTENTS_TO_BE_DUMPED,,{{item}} is having it's contents dumped by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.CONTENTS_TO_BE_DUMPED.PLURAL,,{{item}} are having their contents dumped by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.DUE_TO_BE_HAULED,,{{item}} is due for hauling,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.DUE_TO_BE_HAULED.PLURAL,,{{item}} are due for hauling,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.EQUIPPED,,{{item}} is equipped by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.EQUIPPED.PLURAL,,{{item}} are equipped by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.FOOD_ALLOCATION,,{{item}} is allocated to,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.FOOD_ALLOCATION.PLURAL,,{{item}} are allocated to,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.HAULING,,{{item}} is being hauled by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.HAULING.PLURAL,,{{item}} are being hauled by,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.HELD_IN_INVENTORY,,{{item}} is in the inventory of,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.HELD_IN_INVENTORY.PLURAL,,{{item}} are in the inventory of,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.ON_FIRE,,{{item}} is on fire,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.ON_FIRE.PLURAL,,{{item}} are on fire,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PLACED_FOR_CONSTRUCTION,,{{item}} is being placed for construction,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PLACED_FOR_CONSTRUCTION.PLURAL,,{{item}} are being placed for construction,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_IMPORT,,{{item}} is on an import pallet,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_IMPORT.PLURAL,,{{item}} are on an import pallet,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_OUTPUT,,{{item}} is being moved to an export palle,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_OUTPUT.PLURAL,,{{item}} are being moved to an export pallet,
GUI.RESOURCE_MANAGEMENT.QUANTIFIED_ITEM,,{{quantity}} {{item}},
GUI.RESOURCE_MANAGEMENT.SEARCH,,Search,
GUI.RESOURCE_MANAGEMENT.SORT_BY,,Sort By,
GUI.RESOURCE_MANAGEMENT.TITLE,,Resources,Zasoby
GUI.RESOURCE_MANAGEMENT.TOTAL,,Total,
GUI.RESOURCE_MANAGEMENT.UNALLOCATED_LABEL,,Available: {{count}},Dostępne: {{count}}
GUI.ROOFING.ADD,,Add,
GUI.ROOMS_LABEL,,Rooms,
GUI.ROTATE_FURNITURE.HINT,This is a longer label as a hint to the player,Press (R) to rotate furniture,"Wciśnij (R), aby obrócić mebel"
GUI.SAVING_PROMPT,Displayed to the player when the game is paused for autosaving,Saving…,Zapisywanie...
GUI.SELECT_WEAPON.LABEL,,Select weapon,
GUI.SETTINGS.LABEL,,Settings,
GUI.SETTLER_MANAGEMENT.CHOOSE_ARMOUR,,Choose Armour,
GUI.SETTLER_MANAGEMENT.CHOOSE_SHIELD,,Choose Shield,
GUI.SETTLER_MANAGEMENT.CHOOSE_WEAPON,,Choose Weapon,
GUI.SETTLER_MANAGEMENT.HAPPINESS,,Happiness {{happinessValue}},
GUI.SETTLER_MANAGEMENT.IMMIGRATION,,Immigration,
GUI.SETTLER_MANAGEMENT.MAIN_HAND.STATUS,,The main hand cannot be used. {{status}},
GUI.SETTLER_MANAGEMENT.OFF_HAND.STATUS,,The off hand cannot be used. {{status}},
GUI.SETTLER_MANAGEMENT.OFF_HAND.TWO_HANDED_WEAPON,,The {{weaponName}} requires two hands to use,
GUI.SETTLER_MANAGEMENT.POPULATION_STATISTICS,,Civilian Population {{civilianCount}} (Civilian Beds {{civilianBedCount}}) - Military Population {{militaryCount}} (Military Beds {{militaryBedCount}}) - Total Population {{populationCount}},
GUI.SETTLER_MANAGEMENT.PROFESSION.CIVILIAN,,Civilian,
GUI.SETTLER_MANAGEMENT.PROFESSION.MILITARY,,Military,
GUI.SETTLER_MANAGEMENT.PROFESSION.VILLAGER,,Hauler,
GUI.SETTLER_MANAGEMENT.SEARCH,,Search,
GUI.SETTLER_MANAGEMENT.SORT.HAPPINESS,,Happiness,
GUI.SETTLER_MANAGEMENT.SORT.MILITARY_CIVILIAN,,Military/Civilian,
GUI.SETTLER_MANAGEMENT.SORT.NAME,,Name,
GUI.SETTLER_MANAGEMENT.SORT.SKILL_LEVEL,,Skill Level,
GUI.SETTLER_MANAGEMENT.SORT_BY,,Sort By,
GUI.SETTLER_MANAGEMENT.TITLE,,Settlers,Osadnicy
GUI.SOUND_EFFECT_VOLUME,,Sound Effects,
GUI.UI_SCALE,Used to make the game interface larger or smaller,UI Scale,Rozmiar interfejsu:
GUI.VIEW_MODE.DEFAULT,,Default view,
GUI.VIEW_MODE.JOB_PRIORITY,,Priority view,
GUI.VIEW_MODE.MECHANISMS,,Power view,
GUI.VIEW_MODE.PIPING,,Piping view,
GUI.VIEW_MODE.ROOFING_INFO,,Roof view,
GUI.VIEW_ROADMAP,,View development roadmap,
GUI.YEAR_LABEL,,Year {{year}},

HAPPINESS_MODIFIER.ALCOHOL_WITHDRAWAL,,Going sober,
HAPPINESS_MODIFIER.ATE_NICELY_PREPARED_FOOD,,Ate a nicely prepared meal,Zjadł ładnie przygotowany posiłek
HAPPINESS_MODIFIER.BLEEDING,,Bleeding profusely,
HAPPINESS_MODIFIER.CARRIED_DEAD_BODY,,Carried a dead body,Nosił martwe ciało.
HAPPINESS_MODIFIER.CAUGHT_IN_RAIN,,Caught outside in the rain,
HAPPINESS_MODIFIER.DRANK_ALCOHOL,,Under the effects of alcohol,
HAPPINESS_MODIFIER.DRANK_FROM_RIVER,,Drank river water,Pił wodę z rzeki
HAPPINESS_MODIFIER.DYING_OF_HUNGER,,Starving,Umieram z głodu
HAPPINESS_MODIFIER.DYING_OF_THIRST,,Critically dehydrated,Krytycznie odwodniony
HAPPINESS_MODIFIER.HAD_A_TANTRUM,,Had a tantrum,
HAPPINESS_MODIFIER.NEW_SETTLEMENT_OPTIMISM,,Optimistic about new settlement,Optymistycznie nastawiony do nowej osady
HAPPINESS_MODIFIER.ON_FIRE,,Was badly burned,
HAPPINESS_MODIFIER.POISONED,,Poisoned,Zatruty
HAPPINESS_MODIFIER.SAW_DEAD_BODY,,Saw a dead body,Zobaczył martwe ciało.
HAPPINESS_MODIFIER.SLEEPING_IN_RAIN,,Slept in the rain,
HAPPINESS_MODIFIER.SLEEPING_IN_SNOW,,Slept in the snow,
HAPPINESS_MODIFIER.SLEPT_IN_BED,,Slept in a comfortable bed,
HAPPINESS_MODIFIER.SLEPT_ON_GROUND,,Slept on rough ground,Spał na nierównym podłożu
HAPPINESS_MODIFIER.SLEPT_OUTSIDE,,Slept under the stars,Spał pod gwiazdami
HAPPINESS_MODIFIER.TITLE,,Happiness:,Szczęście:
HAPPINESS_MODIFIER.VERY_HUNGRY,,Very hungry,Bardzo głodny.
HAPPINESS_MODIFIER.VERY_THIRSTY,,Very thirsty,Bardzo spragniony
HAPPINESS_MODIFIER.VERY_TIRED,,Extremely tired,Niezwykle zmęczony
HAPPINESS_MODIFIER.WORKED_IN_ENCLOSED_ROOM,,Worked in an enclosed room,
HAPPINESS_MODIFIER.WORKED_IN_RAIN,,Working in the rain,

HAULING.ASSIGNMENT.DESCRIPTION,,{{quantity}} assigned to {{targetDescription}},{{quantity}} przypisane do {{targetDescription}}

HINT.BUILD_PIPES.1,,"You can use this view to lay pipes between liquid inputs and outputs, as well as irrigation channels.",
HINT.BUILD_PIPES.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.",
HINT.BUILD_PIPES.3,,Furniture with a liquid input or output display a blue or green icon indicating if they are an input or output to the network.,
HINT.BUILD_POWER.1,,Use this view to link constructions that require power with mechanisms built from {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,
HINT.BUILD_POWER.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.",
HINT.BUILD_POWER.3,,Constructions which require or produce power will display a red or green icon indicating if they are an input or output to the network.,
HINT.BUILD_ROOFING.1,,"This view allows you to see which tiles are outside with no roof above them (light blue), and those which have had a roof built overhead (dark brown).",
HINT.BUILD_ROOFING.2,,"You can use the {{GUI.ROOFING.ADD}} and {{GUI.CANCEL_LABEL}} options to queue up roofing to be constructed, and {{GUI.DECONSTRUCT_LABEL}} to remove any existing roof tiles.",
HINT.BUILD_ROOFING.3,,A roof can only be constructed within 3 tiles of a wall or {{FURNITURE.PILLAR}}.,
HINT.BUTTON.BEGIN_TUTORIAL,,Begin Tutorial,
HINT.BUTTON.DISABLE_ALL,,Disable all hints,Wyłącz wszystkie wskazówki
HINT.BUTTON.DISMISS,,Dismiss,
HINT.BUTTON.HINTS_ONLY,,Hints only,Tylko wskazówki
HINT.BUTTON.NEXT,,Next,Następny
HINT.OPEN_PRIORITY_MENU.1,,"You can use this menu to change the priority of jobs and tasks, so that higher priority jobs will be assigned before lower priority jobs.",
HINT.OPEN_PRIORITY_MENU.2,,"While the Priority menu is open, the priority icons are shown in the game world where there is a job or task to be performed, or where a room or item of furniture may create jobs in the future.",
HINT.TOOL_DEPLETED.AXE1,,Your settlement no longer has an {{TOOL.AXE}} available. You will no longer be able to chop down trees.,
HINT.TOOL_DEPLETED.AXE2,,"More axes can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}}.",
HINT.TOOL_DEPLETED.CHISEL1,,Your settlement no longer has a {{TOOL.CHISEL}} available. This is required to construct stone furniture.,
HINT.TOOL_DEPLETED.CHISEL2,,"More chisels can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.STONEMASON_WORKBENCH}}.",
HINT.TOOL_DEPLETED.PLANE1,,Your settlement no longer has a {{TOOL.PLANE}} available. This is required to construct wooden furniture.,
HINT.TOOL_DEPLETED.PLANE2,,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}}.,
HINT.TOOL_DEPLETED.SAW1,,Your settlement no longer has a {{TOOL.SAW}} available. This is required to build a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.,
HINT.TOOL_DEPLETED.SAW2,,"More saws can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.",
HINT.WEAPON_SELECTION.1,,Use this view to select a type of weapon that the settler will keep in their inventory in case of combat.,
HINT.WEAPON_SELECTION.2,,It is strongly recommended you assign a ranged weapon such as a {{WEAPON.BOW}} or {{WEAPON.CROSSBOW}} to those settlers assigned as a {{PROFESSION.HUNTER}}.,
HINT.WEAPON_SELECTION.3,,Weapons which you do not have available are displayed in red.,
HINT.WELCOME.NEXT_STEPS,,"Click “Tutorial” to be guided through the basics, “Hints only” to skip the tutorial but be provided with info as you play, or “Disable all hints” to stop showing these messages.",TEKST
HINT.WELCOME.PRE_SPAWN,,"Start the game by selecting a location on the map with open space near the river, and clicking the '{{GUI.EMBARK.START}}' button.",

HUMANOID.BROKEN.DESCRIPTION,"E.g. “Urist McScrooge, insane dwarf”","{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{madness.adjective}} {{race.noun}}"
HUMANOID.DESCRIPTION,"E.g. “Urist McScrooge, Dwarven miner”","{{name}}, {{race.adjective}} {{skillLevelDescription.adjective}} {{profession.noun}}","{{name}}, {{race.adjective}} {{profession.noun}}"

INGREDIENT.DOUGH,To be combined with the above as “bread dough”,Dough,Ciasto
INGREDIENT.FLOUR,,Flour,Mąka
INGREDIENT.LOAF,To be combined with the above as “bread loaf”,Loaf,Bochenek
INGREDIENT.LOAF.PLURAL,,Loaves,Bochenki
INGREDIENT.MALT.SACK.NOUN,,Malt,
INGREDIENT.MALT.SACK.TOOLTIP,,This needs to be milled before it can be used further for brewing.,
INGREDIENT.MILLED.MALT.SACK.NOUN,,Milled malt,
INGREDIENT.MILLED.MALT.SACK.TOOLTIP,,This is combined with water in a {{FURNITURE.MASH_TUN}} to produce {{LIQUID.WORT}}.,
INGREDIENT.MUSHROOM.SPAWN.NOUN,,Mushroom spawn,Grzyby tarło
INGREDIENT.MUSHROOM.SPAWN.PLURAL,,Mushroom spawn,Grzyby tarło
INGREDIENT.MUSHROOM.SPAWN.TOOLTIP,,"Also known as mycelium, this can be thought of as “seeds” from which to grow mushrooms in a {{ROOMS.MUSHROOM_FARM}}.","Znany również jako grzybnia, można to uznać za „nasiona”, z których można uprawiać grzyby w {{ROOMS.MUSHROOM_FARM}}."
INGREDIENT.SEEDS.NOUN,E.g. “Wheat seed”,Seed,Nasiono
INGREDIENT.SEEDS.PLURAL,E.g. “4 wheat seeds”,Seeds,Nasiona
INGREDIENT.SEEDS.TOOLTIP,,Seeds of the right type are required for planting in a {{ROOMS.FARM}}. They also need to be available in a {{STOCKPILE.GRANARY}} stockpile.,Nasiona odpowiedniego typu są wymagane do sadzenia w {{ROOMS.FARM}}. Muszą być również dostępne w magazynie {{STOCKPILE.GRANARY}}.
INGREDIENT.VEGETABLE.CRATE.NOUN,,Vegetable (crate),
INGREDIENT.VEGETABLE.CRATE.PLURAL,,Vegetables (crate),
INGREDIENT.VEGETABLE.SACK.NOUN,,Vegetable (sack),Worek
INGREDIENT.VEGETABLE.SACK.PLURAL,,Vegetables (sack),

INVENTORY.CONTAINS.LABEL,This is the label of “inventory” to go above a list of items contained within a piece of furniture or held by a character,Inventory:,Zapas:

ITEM.AVAILABILITY.DESCRIPTION,E.g. “2 potatoes”,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} available,
ITEM.DESCRIPTION,"E.g. “Iron axe”, “Beech wood fishing rod”, “3 marble blocks”",{{quantity_if_multiple}} {{quality.adjective}} {{materialType.adjective}} {{itemType.noun_or_plural}},{{materialType.adjective}} {{itemType.noun_or_plural}}: {{quantity_if_multiple}}
ITEM.INGREDIENT.DESCRIPTION,E.g. “2 potatoes”,{{quantity_if_multiple}} {{materialType.noun_or_plural}},{{quantity_if_multiple}}{{materialType.noun_or_plural}}
ITEM.NONE_SELECTED,,None selected,
ITEM.QUALITY.PREFIX.AWFUL.ADJECTIVE,,Awful,
ITEM.QUALITY.PREFIX.AWFUL.TOOLTIP,,"This item is terribly made, difficult to use, and would not be worth very much",
ITEM.QUALITY.PREFIX.MASTERWORK.ADJECTIVE,,Masterwork,
ITEM.QUALITY.PREFIX.MASTERWORK.TOOLTIP,,"This item has clearly been made by a master craftsman, it is ideal in every way",
ITEM.QUALITY.PREFIX.POOR.ADJECTIVE,,Poor,
ITEM.QUALITY.PREFIX.POOR.TOOLTIP,,This item is poorly made and will slightly impede anyone using it,
ITEM.QUALITY.PREFIX.SUPERIOR.ADJECTIVE,,Superior,
ITEM.QUALITY.PREFIX.SUPERIOR.TOOLTIP,,"This item has been crafted with great skill, making it more valuable and easier to use",

ITEM_GROUP.FUEL.PLURAL,,Fuel,Paliwo
ITEM_GROUP.PRODUCT.PLURAL,,Products,Produkty
ITEM_GROUP.RESOURCE.PLURAL,,Resources,Zasoby
ITEM_GROUP.TOOL.PLURAL,,Tools,Narzędzia

LANGUAGE.LABEL,,Language,Język

LIQUID.BEER.NOUN,,Beer,
LIQUID.BEER.TOOLTIP,,"Beloved by dwarves, this will provide a substantial happiness bonus for a while. The only problem is that they will eventually require it to get through the working day.",
LIQUID.HOPPED_WORT.NOUN,,Hopped wort,
LIQUID.HOPPED_WORT.TOOLTIP,,This is the final stage of unfermented beer before it is placed in a {{FERMENTATION_TANK}} to produce drinkable beer.,
LIQUID.WATER.NOUN,,Water,Woda
LIQUID.WORT.NOUN,,Wort,
LIQUID.WORT.TOOLTIP,,"This is unfermented beer, it requires {{VEGETABLE.HOPS}} to be added in a {{FURNITURE.BREW_KETTLE}} for flavour before it can be fermented.",

MADNESS.BROKEN.ADJECTIVE,,Broken,Złamany
MADNESS.BROKEN.TOOLTIP,,"This settler was so unhappy that they have been pushed past the breaking point and will no longer work or even eat! ","Ten osadnik był tak nieszczęśliwy, że zostali przepchnięci przez punkt przełomowy i nie będą już pracować ani nawet jeść!"

MATERIAL,Used for specifying which material something is made out of,Material,Materiał

MATERIAL_TYPE,,Type,Rodzaj
MATERIAL_TYPE.ANY,For allowing any kind of material to be used,Any,Każdy
MATERIAL_TYPE.CLOTH.ADJECTIVE,," ",
MATERIAL_TYPE.CLOTH.NOUN,," ",
MATERIAL_TYPE.EARTH.ADJECTIVE,,Earthen,Ziemiane
MATERIAL_TYPE.EARTH.NOUN,,Earth,Ziemia
MATERIAL_TYPE.FOODSTUFF.NOUN,,Food,Jedzenie
MATERIAL_TYPE.GEM.NOUN,This is only used as a noun,Gem,Klejnot
MATERIAL_TYPE.METAL.ADJECTIVE,,Metallic,Metalowy
MATERIAL_TYPE.METAL.NOUN,,Metal,Metal
MATERIAL_TYPE.ORE.NOUN,This is only used as a noun,Ore,Ruda
MATERIAL_TYPE.OTHER.NOUN,This isn't actually used in-game yet so won't be combined with other words,Other,Inne
MATERIAL_TYPE.ROPE.ADJECTIVE,," ",
MATERIAL_TYPE.ROPE.NOUN,," ",
